Videos;Videotitel;Veröffentlichungszeitpunkt des Videos;Klicks auf Abspannelement;Klicks auf Infokartenteaser;Klicks auf Infokarte;Geteilte Inhalte;Kommentare hinzugefügt;„Mag ich“ und „Mag ich nicht“ im Vergleich (%);„Mag ich nicht“-Bewertungen;Likes;Verlorene Abonnenten;Gewonnene Abonnenten;Durchschnittliche Wiedergabedauer in Prozent (%);Im Feed angezeigt;Aufrufe;Wiedergabezeit (Stunden);Geschätzter Umsatz (EUR);Durchschnittliche Wiedergabedauer;Impressionen;Klickrate der Impressionen (%);Länge des Videos (sek);Thema;Bewertung Titel;Gestaltung Thumbnail
uYvFkLbezxk;"Steckt Mocro-Mafia hinter Tat?: Explosion in Köln ""kann als Warnruf verstanden werden"" | ntv";16.09.2024;1150;0;0;2120;1520;8942;290;2450;20;340;5794;0;238240;6940628;35762;00:01:44;2807180;597;;;;
HlEP-AWx4Yg;Frei: Ampel sollte mit Türkei über Migration reden | ntv Frühstart;16.09.2024;150;10;0;140;550;7286;190;510;10;70;3477;0;56340;2089594;7206;00:02:13;970280;239;;;;
Zz8lPsquYiY;Wollte er die Tat filmen? - Ermittler finden GoPro bei mutmaßlichem Trump-Attentäter | ntv;16.09.2024;5540;0;0;1090;1410;8889;440;3520;30;520;4979;0;534700;7321731;60785;00:00:49;79579790;5;;;;
NzhynOwyxbI;"""Schwere, dramatische Stunden"": Wassermassen in Niederösterreich - Lage verschärft sich| ntv";16.09.2024;10730;0;0;7820;1650;9617;310;7780;60;1270;5547;0;1218320;23090025;154846;00:01:08;9884410;902;;;;
GNokPehd-Gk;"""Heute Abend wird wohl Hochwasseralarmstufe 3 erreicht"": ntv-Reporter vor Ort in Dresden | ntv";17.09.2024;1660;0;0;720;480;8908;380;3100;0;220;5138;0;336070;5995852;51397;00:01:04;5404360;348;;;;
pTIEuW5XJAk;"""Wüst hat einen ungemein klugen Schachzug gemacht"": Von Lucke zur K-Frage der Union | ntv";17.09.2024;640;0;0;1030;2830;750;2180;6540;40;670;4034;0;751760;30999403;129076;00:02:28;19980770;215;;;;
nK7QDSqOlyI;Union und BSW büßen ein - SPD legt leicht zu | ntv-Trendbarometer;17.09.2024;20;70;0;510;2960;5706;2100;2790;20;390;1344;0;583330;18158289;7762;00:01:52;28639240;91;;;;
A4fMUBaWvgs;"""Würde Habeck zutrauen, das Land gut zu führen"": Grünen-Fraktionschefin Dröge im Frühstart | ntv";17.09.2024;180;0;0;600;7110;2486;4080;1350;10;100;4164;0;125540;5503138;35318;00:02:37;3008050;288;;;;
aO8RGH3h4ho;"Söder: ""K-Frage entschieden - Friedrich Merz macht's"" | ntv";17.09.2024;2050;0;0;680;2810;4791;1370;1260;40;200;4924;0;226680;4402871;29673;00:01:09;16989800;10;;;;
BAyyZoCehDY;Flut reißt Feuerwehrmann den Boden unter den Füßen weg: Hochwasser in den Nachbarländern | ntv;17.09.2024;7970;0;0;1000;380;9628;70;1810;20;190;4521;0;388650;5076156;28861;00:00:47;3723970;864;;;;
VKo9Omi8pbU;"Pager-Explosionen im Libanon: ""Israel hat in der Nacht vorher Kriegsziele verändert"" | ntv";18.09.2024;2400;50;0;450;2600;788;600;2230;20;330;5561;0;287590;5419504;4085;00:01:07;18754710;112;;;;
3tpgiT8X7pU;Kein Kiffen, kein Verbrenner-Aus: Merz stellt Teil seiner Regierungsschwerpunkte vor | ntv;18.09.2024;1480;20;130;900;2590;6982;830;1920;0;160;6723;0;217880;4679302;34381;00:01:17;1770170;916;;;;
ZtHY9VomGtw;"""Ganz klassisch Mocro-Mafia"": Explosionen in Köln - Experten sehen Zusammenhang | ntv";18.09.2024;1610;0;0;1100;980;9314;120;1630;0;90;6208;0;141840;3277754;25819;00:01:23;1864180;538;;;;
OzchDvtBpHc;"""Hoffnungsfroh bei Migration, bei Wirtschaft gespannt"": Dürr im Frühstart zu Merz | ntv";18.09.2024;20;0;0;100;310;7037;160;380;0;0;3029;0;21120;808612;3331;00:02:17;640250;194;;;;
ApmPvf1CUw4;Männer wollen Armee entkommen: Wie Ukrainer Flüchtige am Grenzfluss zu Moldau abfangen | ntv;18.09.2024;840;0;0;780;1260;9225;110;1310;10;50;4315;0;325070;4324618;20422;00:00:47;1858980;843;;;;
U3kt40R0MDM;Deutsche Bahn will bis zu 30.000 Jobs abbauen - Beratungen zur Sanierung | ntv;18.09.2024;590;0;0;830;770;9096;150;1510;10;120;4118;0;190840;2619713;17864;00:00:49;1535580;483;;;;
n0Y6TAeAN4Y;"Merz im ""RTL Direkt Spezial: """"Pistorius wäre für das Land ein Gewinn"" | ntv";18.09.2024;5040;180;820;3290;5460;7836;2450;8870;60;1200;3903;0;887750;90563166;369447;00:06:07;11179430;432;;;;
k3CFsHHoWQw;"Vorbereitung für Invasion? - Jäger zu Pager-Explosionen: ""Das hat neue Qualität"" | ntv";18.09.2024;3820;0;0;860;2580;9025;870;8050;20;520;5172;0;677610;28817518;120799;00:02:33;19255240;231;;;;
hLPegYPyHrM;Zeugen filmen explodierende Walkie-Talkies im Libanon - Galant kündigt neue Phase an | ntv;19.09.2024;41500;0;0;8200;13860;9132;2640;27770;120;2410;5509;0;4561090;104692405;816678;00:01:22;96039650;383;;;;
wYbyX7MrpQ8;"Lang: ""Werden individuelles Recht auf Asyl verteidigen"" - Grünen-Chefin im ntv Frühstart | ntv";19.09.2024;1510;140;0;2090;12800;2253;10760;3130;30;350;4262;0;315150;15295799;69176;00:02:54;7922940;248;;;;
ITaYvsOmqo8;"Munz: ""30.000 Tonnen Munition sollen explodiert sein"" - Gewaltiger Feuer-Pilz in Russland  | ntv";19.09.2024;33220;700;0;8570;9710;8818;5650;42140;110;3010;626;0;3370080;107819749;614469;00:01:55;42635230;592;;;;
DhkiE325i-Y;"""Um zu überleben, muss man arbeiten - Punkt"" - ""Schraubenkönig"" Reinhold Würth  | ntv";19.09.2024;7850;400;0;40880;8330;8953;3740;31970;80;2390;4063;0;1811600;143113098;76197;00:04:44;31255750;322;;;;
7jUykgiKZz0;Panik kurz nach Start in USA - Blut aus Ohren: Boeing-Passagieren platzen Äderchen | ntv;19.09.2024;2410;0;0;830;250;879;150;1090;10;70;3312;0;370380;3680574;19534;00:00:35;1871260;264;;;;
IAn8d3i8CRE;"""Europas E-Auto-Politik wird in China gemacht"" | ntv Geldanlage-Check";19.09.2024;300;0;0;440;360;8764;110;780;0;50;4261;0;51280;196066;7146;00:02:17;737540;362;;;;
B7Gl-o1imGw;"Frau ""hat zwei rote Ampel überfahren - ohne Bremsspur"" - ntv-Reporter an Unfallstelle | ntv";19.09.2024;1190;0;0;490;450;9241;170;2070;20;60;5698;0;133180;3499255;22525;00:01:34;1623650;492;;;;
vT8F2-ZpQlg;Halbe Bergspitze in den Alpen droht abzubrechen: Wachsender Spalt gut sichtbar | ntv;19.09.2024;9890;0;0;5370;2430;9427;710;11690;40;840;5132;0;2441920;38639259;279466;00:00:56;17665870;712;;;;
1ZgMhvNaZ2w;"Kamala Harris: ""Wer bei mir einbricht, wird erschossen"" - Demokratin bereut Aussage sofort | ntv";20.09.2024;1770;10;0;640;640;814;320;1400;40;130;4739;0;192910;3403061;41712;00:01:03;1112980;679;;;;
PTVoN4R8sZg;Studie: So könnten Rentner länger im Job bleiben - Flexible Arbeitszeiten und Prämien  | ntv;20.09.2024;160;0;0;170;450;4324;210;160;20;10;5488;0;18460;343334;3418;00:01:06;1139530;92;;;;
NOUqTOYu08I;So oder so für Scholz fatal - Von Lucke: Bei Landtagswahl steht SPD vor Paradox | ntv;20.09.2024;4420;0;0;1340;2800;8885;1450;11560;0;650;4582;0;843930;25455695;145946;00:01:48;12052960;35;;;;
gDjp5yO0egk;"Pager-Angriffe auf die Hisbollah - Thiele: ""Neuer Krieg guckt über den Tellerrand"" | ntv";20.09.2024;600;20;0;350;780;7143;420;1050;10;50;4649;0;101630;3766642;18055;00:02:13;5534600;133;;;;
AaHhLigiGYQ;"""Bei VW geht es nicht ums Überleben"" - Autoexperte Pieper plädiert für E-Auto-Prämie  | ntv";20.09.2024;830;10;0;510;1070;8356;240;1220;20;100;478;0;191430;5235642;35607;00:01:38;1871740;592;;;;
1D3W151yd8A;"Rotterdam-Täter ""blutüberstromt"" - Zeuge stellt Messerangreifer: ""Schlug ihm ins Gesicht"" | ntv";20.09.2024;3660;0;0;5720;6160;958;980;22330;50;840;6231;0;896960;22978186;15337;00:01:32;14124350;508;;;;
NfYg6tIK0IQ;"""War doch für die CDU vollkommen irre, Merz zu wählen"" - Blome rollt Augstein zu Söder | ntv";20.09.2024;1700;80;0;1940;2290;7298;2170;5860;50;510;3389;0;787990;16469532;86651;00:01:15;19233060;165;;;;
veBIEvA2wYQ;"SPD-Triumph bei Landtagswahl: Woidke ""gerührt über großes Vertrauen der Brandenburger"" | ntv";22.09.2024;530;0;0;280;1710;4889;1150;1100;0;210;2283;0;159090;3965811;2573;00:01:29;31922300;33;;;;
kQaLO57K0Eo;"Springfield erlebt Welle des Hasses - Brandstifter Trump: ""Migranten essen Haustiere""   | ntv";22.09.2024;590;40;0;1520;1830;9032;390;3640;0;130;5008;0;338920;11927212;44518;00:02:06;2812670;624;;;;
8mRGyr93X1E;"SPD-Sieg in Brandenburg ""verschafft Scholz Atempause"": RTL/ntv-Politikchef Blome ordnet ein | ntv";22.09.2024;1630;0;0;190;2400;404;1800;1220;20;170;4714;0;203560;4211165;27749;00:01:14;17099260;76;;;;
7dvuoI2o4G8;Robo-Küchen digitalisieren internationale Gastronomie| ntv Startup Magazin;22.09.2024;10;0;0;90;0;500;10;10;0;0;3936;0;790;27208;167;00:02:03;5620;463;;;;
0DZfPFw6vAo;"Woidke nach erster Hochrechnung: ""Scheint, dass Sozialdemokraten Extremisten gestoppt haben"" | ntv";22.09.2024;700;0;0;170;2210;248;1910;630;0;60;3521;0;105690;2418743;11219;00:01:22;7542880;82;;;;
9SfSzjXteSA;"Verhaltene Stimmung nach Prognosen - ntv-Reporter auf Wahlparty: AfD ""will Sperrminorität"" | ntv";22.09.2024;1980;0;0;460;2980;4833;3560;3330;30;250;4184;0;651010;11499978;53519;00:01:03;18576050;172;;;;
JGy_Nj_2v9c;Kompromiss der Verkehrsminister - Ab 2025: Preis für Deutschlandticket steigt auf 58 Euro | ntv;23.09.2024;10;0;0;0;0;1000;0;10;0;10;5523;0;810;12054;176;00:00:53;14990;38;;;;
51LNj3lPW7c;Niere für umgerechnet 2700 Euro: Mittellose Menschen in Myanmar bieten online Organe an | ntv;23.09.2024;10;0;0;40;100;9167;10;110;0;0;3805;0;4250;85351;18;00:01:12;171920;193;;;;
HPWXfSQq4QE;"""AfD fährt Strategie der Normalisierung von unten"" - Hillje bewertet Parteierfolg | ntv";23.09.2024;1070;0;0;680;3880;3706;3940;2320;10;200;4704;0;265090;11431415;4431;00:02:35;10322240;107;;;;
GxrkXCcEeY0;"Kubicki: ""Zerreißprobe für Bund"" - So ist die Sitzverteilung in Brandenburg | ntv";23.09.2024;3390;40;170;1370;4880;6607;3770;7340;10;640;5917;0;828380;18925419;140501;00:01:22;38110590;169;;;;
RsQD4PreXOg;"Panne ist ""Blamage für Russland"" - Reisner zu Bildern vom Raketentestgelände  | ntv";23.09.2024;32510;380;0;3110;6830;8708;5590;37660;60;1860;5411;0;3198840;10530014;413395;00:01:58;31467190;599;;;;
6O_oAUjGzAM;"Moskau sorgt für Eklat bei UN - Munz: ""Russland hat sich heftige Klatsche eingeholt"" | ntv";23.09.2024;12430;0;0;2520;4350;8506;4550;25910;90;2320;5308;0;3865850;8322142;579159;00:01:17;18588960;755;;;;
CYIaYdRx-D8;"""Das BSW ist eine große Blackbox"": SPD-Politikerin im Frühstart | ntv";23.09.2024;280;30;0;220;980;5813;670;930;10;70;3441;0;57220;2564981;11473;00:02:41;3982830;105;;;;
cMP2nyx3XQ8;"Scholz bei Treffen in New York: Russland schießt quer, UN verabschiedet ""Zukunftspakt"" | ntv";23.09.2024;16040;0;0;1740;4060;5637;4250;5490;70;630;428;0;1475120;17187481;105098;00:00:41;13594710;334;;;;
dgcQjU9YLog;Luftangriffe könnten Vorbereitung auf Bodenoffensive sein - Blufarb zur Lage im Libanon | ntv;23.09.2024;2090;40;0;500;1650;8299;410;2000;30;260;5632;0;277990;7871995;45803;00:01:41;3592200;492;;;;
 -NQQG7XglIw;"SPD-""Problem-Sieg"" - Schroeder: ""FDP ist eine destruktive Weltmacht geworden"" | ntv";23.09.2024;580;0;0;360;750;7097;630;1540;10;100;4289;0;178830;5582003;26847;00:01:52;5305220;175;;;;
zW0OX1WjnAY;81 Jahre, 19 Weltrekorde: US-Seniorin wird im Ruhestand Profi-Gewichtheberin | ntv;23.09.2024;10;0;0;250;50;9545;10;210;0;0;4113;0;7940;117937;1051;00:00:53;231570;247;;;;
16n5uwnl85M;"""Flugzeugträger wird wohl nie mehr auslaufen"" - Munz zu russischer Pannenschiff-Crew | ntv";24.09.2024;11090;370;0;2450;3900;9195;2380;27170;70;1900;4896;0;3706020;98777994;484886;00:01:35;22496350;892;;;;
3fY_Emp_WuQ;"""Frauen sind grundsätzlich die besseren Investoren"" | ntv Geldanlage-Check";24.09.2024;130;0;0;70;310;5143;170;180;0;20;3888;0;10750;244942;3794;00:01:22;269730;189;;;;
 -PUPv6w8LJ4;"""Was haben die Grünen falsch gemacht im Osten?"" - Heiko Knopf im Frühstart | ntv";24.09.2024;500;20;0;330;4650;2733;3590;1350;0;100;317;0;187780;7359103;29535;00:02:21;9815990;115;;;;
5D1cWdr8S_k;Union baut Führung aus, AfD dahinter, FDP wäre raus  | ntv Trendbarometer;24.09.2024;350;20;0;200;1280;759;740;2330;0;190;1291;0;588630;19921016;67586;00:02:01;3449250;506;;;;
353hJInpL8g;"Die Wirtschaft hat ""richtig, richtig Blut verloren"" | ntv #beisenherz";24.09.2024;280;40;0;680;940;8257;420;1990;10;320;2736;0;209840;41462494;78845;00:11:51;2969910;444;;;;
ch06S3xNlsw;"Ansprache für mehr Zusammenhalt: Scholz erklärt sich zum Kanzler der ""normalen Leute""  | ntv";24.09.2024;170;0;0;610;2090;4294;1010;760;10;30;4952;0;37380;1059171;7206;00:01:42;438800;568;;;;
w4Y36G6Ie7I;Rechte Milizen und Bombendrohungen wühlen Springfield auf - Nach Trump-Hetze gegen Migranten | ntv;24.09.2024;310;20;0;120;250;7872;200;740;0;10;6222;0;36060;741685;3397;00:01:14;674410;37;;;;
3gldAHI5nMk;"Wilp zum Vorstands-Rücktritt: Die Grünen ""haben wenig Zeit, sich zu sortieren"" | ntv";25.09.2024;2020;130;80;380;3450;8364;700;3580;10;340;4258;0;270780;16430022;78366;00:03:38;10432790;177;;;;
U_PTQSKSGkE;"""Paukenschlag wirft Fragen auf"" - Von Lucke: Grünen-Rücktritt war ""keineswegs freiwillig"" | ntv";25.09.2024;8810;220;920;3160;4830;8609;2870;17770;30;1750;3895;0;2276370;85451957;321137;00:02:15;61324470;122;;;;
wAN1_eRoi-8;Paukenschlag bei den Grünen: Parteichefs Nouripour und Lang verkünden Rücktritt  | ntv;25.09.2024;8260;0;0;10020;19110;8701;2080;13930;30;450;4897;0;838160;23602564;146064;00:01:41;39289640;138;;;;
EH6JY1jvI94;"""Bereiten uns schon auf vorgezogene Wahlen vor"" - Dobrindt im Frühstart  | ntv";25.09.2024;1110;60;0;520;1120;8844;340;2600;0;150;3604;0;218400;10976331;44992;00:03:00;1787670;594;;;;
aX-QA0N0x8M;"Hillje: ""Grüne Marke ist tatsächlich kaputt"" - Neustart für Ampel-Partei?  | ntv";25.09.2024;2740;130;140;820;3940;6063;2130;3280;10;410;240;0;839030;20301025;97654;00:01:27;56230170;74;;;;
YM0dmxK5KVA;Flugausfall: Wann werden Reisende entschädigt? | ntv Service;26.09.2024;40;0;0;110;40;500;40;40;0;10;2597;0;12000;283977;2839;00:01:25;267610;141;;;;
AwPsWDu_O30;"Festakt für Merkel - CDU ""feiert Hochamt der Harmonie"" | ntv";26.09.2024;940;0;0;1610;3060;3676;2460;1430;10;180;3447;0;365130;5594115;25492;00:00:55;2348170;37;;;;
JobR36yx8M4;Nächster Personal-Knall: Gesamter Vorstand der Grünen Jugend erklärt Rücktritt | ntv;26.09.2024;5460;100;140;4220;9890;9108;1010;10310;40;440;5999;0;903360;13849315;111696;00:00:55;52982500;115;;;;
jSKa-3yzSBo;So kann man den Jahresurlaub 2025 maximieren | ntv Service;26.09.2024;10;0;0;30;0;;0;0;0;10;8077;0;1700;43481;443;00:01:32;10950;1315;;;;
wkSJlrQ_B2s;"Ex-Präsident erklärt Land für tot - Trump: ""Die Ukraine ist weg"" -| ntv";26.09.2024;48070;650;0;42680;29870;8647;13230;84560;190;4290;6255;0;4841890;13208758;699806;00:01:38;69103960;536;;;;
K_MM4BgXvtc;Outdoor-Experte verrät: Darauf kommt es beim Trekking an | ntv Service;26.09.2024;10;0;0;0;0;;0;0;0;0;4713;0;1540;77009;427;00:03:00;39770;219;;;;
2EAll5AZRHQ;"Müllabfuhr beim Oktoberfest: ""Hatten Besoffene in und außerhalb der Container"" | ntv";26.09.2024;170;0;0;150;190;7895;80;300;0;20;4377;0;75030;848391;6778;00:00:40;562020;52;;;;
pobdxpcijac;Astronauten üben auf Fake-Mondoberfläche in Köln - Lunar-Zentrum fertiggestellt  | ntv;26.09.2024;160;0;0;420;320;8125;60;260;30;50;3864;0;37300;380309;2723;00:00:36;997960;124;;;;
YuA94mvuvRk;"Protest gegen AfD-Alterspräsident: ""Was Sie treiben, ist Machtergreifung"" | ntv";26.09.2024;7710;0;0;23790;32330;6901;11000;24490;110;1390;607;0;2015290;81888517;397613;00:02:26;35858800;364;;;;
eg5jqMClUFk;"""Grüne haben offenbar Orientierungs-Debatten-Bedarf"": FDP-Vizechef im Frühstart | ntv";26.09.2024;350;0;0;240;1620;708;660;1600;0;210;313;0;190210;8599841;39639;00:02:42;7080980;164;;;;
300NIn-jspU;"Selenskyj mit ""Siegesplan"" in USA: Putin stellt Russlands neue Atomwaffenstrategie vor | ntv";26.09.2024;1410;110;0;970;1800;7618;760;2430;20;210;4834;0;376830;5211934;32229;00:00:49;3054680;44;;;;
JpOcXiVeu9w;"Blufarb zu möglicher Waffenruhe: Netanjahu ""steht innenpolitisch total unter Druck"" | ntv";27.09.2024;190;0;0;200;810;570;430;570;10;70;5079;0;89220;1485278;11368;00:00:59;5048580;12;;;;
Hczn8cQ5Jg8;So findet sich die perfekte Sonnenbrille für den Sommer | ntv Service;27.09.2024;10;0;0;10;0;;0;0;0;0;5043;0;380;18045;69;00:02:50;14030;5;;;;
McyicJCa1Og;Schutz vor Einbrüchen - ntv-Reporter testet Neuheiten | ntv Service;27.09.2024;60;0;0;130;140;8367;80;410;0;0;3997;0;14210;555285;2857;00:02:20;359530;242;;;;
3cqoDTRVchQ;"Keine Langstreckenwaffen-Freigabe: ""Biden wird von Geheimdiensten vor Entscheidung gewarnt""  | ntv";27.09.2024;7270;420;0;3600;6170;8465;3660;20180;70;1630;3738;0;3114790;101233586;458057;00:01:57;25526730;484;;;;
x8j7RBTrGvw;Diese vermeintlichen Unkräuter sind wahre Vitaminbomben | ntv Service;27.09.2024;40;0;0;510;90;9605;30;730;20;10;3547;0;20420;704095;3357;00:02:04;588580;246;;;;
doBCyr4G-tI;Milliarden-Hilfe für Selenskyj: Biden richtet Ukraine-Gipfel in Deutschland aus | ntv;27.09.2024;1870;0;0;1000;4480;4391;2580;2020;10;170;6062;0;132160;2603591;20083;00:01:10;7137360;136;;;;
DwVGClZyeyY;Warum Filialen einer Kette unterschiedliche Preise haben. | ntv;27.09.2024;240;0;0;440;290;9619;40;1010;10;130;2999;0;130410;3433122;17923;00:01:34;1161590;359;;;;
LZ873R59sZc;"Verfassungsrechtlerin zu Thüringen: ""Position des Alterspräsidenten wurde missbraucht"" | ntv";27.09.2024;2620;200;600;2720;15660;2442;22590;7300;40;500;3164;0;1134320;29808059;144033;00:01:34;12324170;363;;;;
iHKn_1ozWrc;So gelingt die Bartpflege richtig | ntv Service;28.09.2024;30;0;0;40;150;8485;50;280;10;10;3246;0;9910;28865;1545;00:01:44;338520;173;;;;
TqAX8nKT9aE;Diese Krankenkassen bieten das beste Gesamtpaket | ntv Service;28.09.2024;280;0;0;800;130;9571;60;1340;10;120;3724;0;175780;5054487;34866;00:01:43;1601270;51;;;;
BYXL7MtwTr4;"Schuhsohle ""wie ein Brett"" - Das sind die Gewinner des ersten Berlin-Marathons | ntv";29.09.2024;560;10;10;960;180;9778;30;1320;10;60;400;0;68180;121976;9814;00:01:04;771420;38;;;;
1_H32XaOcg4;"Experte zu Selenskyjs Siegesplan: ""Verhandlungslage hat sich für Ukraine nicht verbessert"" | ntv";30.09.2024;3370;130;0;1640;2830;8446;1450;7880;40;540;423;0;708810;60135435;185172;00:05:05;11153580;423;;;;
 -TSOtjXajbU;"""Wir brauchen einen neuen Gerechtigkeitsdiskurs"" - Audretsch im Frühstart | ntv";30.09.2024;370;0;0;370;1560;2043;1830;470;0;70;3504;0;88230;3993797;156;00:02:42;4259550;105;;;;
TUOvjTIM03o;"Verbotsverfahren? Schmidt-Denker: Freispruch wäre ""Ritterschlag"" für AfD  | ntv";30.09.2024;6810;150;140;1130;5320;655;2670;5070;10;220;6378;0;396080;10807031;62018;00:01:38;4045160;60;;;;
B5mgg2hK0QY;"""Umfragen gehen wieder hoch"" - Habeck lobt Umstrukturierung der Grünen ""in Windeseile"" | ntv";30.09.2024;1170;80;0;780;6740;3142;5020;2300;70;140;2506;0;349170;8240867;41363;00:01:24;5091810;294;;;;
B6UykfzqW3o;Aufgepasst bei Zeckenstichen | ntv Service;01.10.2024;40;0;0;120;70;7895;40;150;0;0;3671;0;10510;257207;1223;00:01:28;246120;283;;;;
YY-x9EtkLyI;"AfD-Verbot - ""Würde sagen: Vorsicht an der Bahnsteigkante"" | ntv #beisenherz";01.10.2024;710;150;0;3020;11980;3353;18930;9550;150;1990;1464;0;1404030;144088692;33658;00:06:09;38792630;169;;;;
DwWnTSczrdc;Bundestag kann Prüfung beauftragen - AfD-Verbotsverfahren könnte Fahrt aufnehmen | ntv;01.10.2024;6970;0;0;1760;8440;5735;5340;7180;40;350;6393;0;468470;8735722;69169;00:01:07;8997870;359;;;;
jhx-3EYYM3k;"Ruft Scholz bald im Kreml an? ""Westen versucht in direkten Kontakt mit Putin zu kommen"" | ntv";01.10.2024;7510;220;0;1350;4620;8607;1180;7290;0;480;5825;0;842210;25212648;138935;00:01:47;9351660;68;;;;
lkpmlsi4dNY;"""Bund und Länder brauchen Anti-Islamisierungsstrategie"" - JU-Chef Winkel im Frühstart | ntv";01.10.2024;120;20;0;240;430;8488;130;730;0;10;4063;0;26800;1379274;5651;00:03:05;509550;345;;;;
S-YaFCNoj6c;SPD zieht mit AfD gleich, Grüne sacken auf Wert von 2017 | ntv Trendbarometer;01.10.2024;150;0;0;430;2310;6857;990;2160;20;160;1825;0;304380;14384658;47862;00:02:50;1884160;924;;;;
s3oEn3PgMN4;Wahlkampf im Katastrophengebiet: Biden plant Reise in Hurrikane-Region - Trump schon da | ntv;01.10.2024;350;0;0;170;220;8889;40;320;0;20;6708;0;25490;503479;3384;00:01:11;444300;35;;;;
afto0Aj3dM0;"RTL-Moderatorin schwärmt von Dreh mit Peter Zwegat: ""Auf Augenhöhe mit den Leuten"" | ntv";01.10.2024;40;0;0;70;10;9615;10;250;0;30;4786;0;22970;549724;4446;00:01:26;313630;393;;;;
wDA6c3p2EL8;"Risikoreiche Offensive im Libanon - Sharma: ""Man muss heftige und blutige Kämpfe erwarten"" | ntv";01.10.2024;2200;40;0;700;2620;6602;870;1690;20;310;3856;0;384520;10833279;48711;00:01:41;20141160;127;;;;
d5H5qDlg1pY;"Neuer NATO-Generalsekretär - Thiele: ""Rutte ist sozusagen Trump-Versteher"" | ntv";02.10.2024;180;0;0;300;290;8417;220;1170;30;50;4735;0;83690;3049211;1267;00:02:11;1972580;268;;;;
km2O0mlH2BQ;"""Hochprofessionelle Einheit"": Wie es mit der Hisbollah-Armee nach Nasrallah weitergeht | ntv";02.10.2024;570;20;0;110;260;8793;70;510;10;50;5188;0;55490;1343371;9517;00:01:27;910540;358;;;;
uOYh9kp3Dxo;"Vergeltung nach Angriff des Irans? - ""USA sollen Israel dieses Mal nicht 'don't' gesagt haben""| ntv";02.10.2024;4670;70;0;370;3200;7303;1300;3520;20;700;4714;0;514080;16359178;90838;00:01:54;21613300;174;;;;
kP12yTyDDFY;TV-Duell zwischen Walz und Vance: Bei diesen Themen geht es zwischen den US-Vizes zur Sache | ntv;02.10.2024;530;10;0;130;70;8889;50;400;0;20;5428;0;27980;421874;3202;00:00:54;796150;178;;;;
eMPqxwldkro;Mörder, Betrüger, Unterhaltspreller - Deutschland sucht 150.000 flüchtige Straftäter | ntv;02.10.2024;1750;0;0;2530;2010;9404;230;3630;10;270;4986;0;270580;5321717;33319;00:01:10;2603500;771;;;;
HWtnYiBDoh0;Zeichen stehen auf Eskalation - Iran droht bei Vergeltung mit weiterem Angriff auf Israel | ntv;02.10.2024;5950;30;0;1260;4520;7681;930;3080;20;430;5815;0;589250;11231885;71785;00:01:08;20017820;215;;;;
xyLpDh3GivM;"""Vance wirkte schlagfertiger, Walz war am Anfang nervös"" - Beckmeier kommentiert TV-Duell  | ntv";02.10.2024;410;0;0;130;280;8732;90;620;10;60;4521;0;78040;1489807;815;00:01:08;1257190;281;;;;
EaMmB3J6QvU;"Trump über Iran: US-Präsident ""sollte dieses Land in Stücke bomben"" | ntv";02.10.2024;6770;590;0;6980;9010;7287;4330;11630;40;800;6164;0;1381780;28862293;203172;00:01:15;25724650;408;;;;
_24HPhL5sns;"""Kreml bestärkt darin, dass Donbass-Eroberung möglich ist"" - Munz zu Abzug aus Wuhledar | ntv";03.10.2024;6310;110;0;520;2110;7488;1520;4530;20;330;508;0;564790;12831076;72528;00:01:21;14934570;231;;;;
gfOA2cUcVm8;"""Ohne Mitwirkung der Amerikaner kann ein großer Schlag nicht erfolgen"" - Thiele zu Iran/Israel | ntv";03.10.2024;1790;60;0;460;1510;8274;580;2780;20;240;5094;0;251110;905987;40144;00:02:09;5949420;31;;;;
Kf_Abu3iQk4;"Munz: Putin will zeigen, ""dass sich der Krieg lohnt"" - Veteranen in führenden Positionen | ntv";04.10.2024;5930;220;0;910;3960;824;1850;8660;60;500;4551;0;1197990;28772834;155765;00:01:26;12316850;518;;;;
c-TJ2a8Aav0;Posieren mit Streitaxt und Schwert - Hawaiianer zelebrieren ihre Waffenrechte | ntv;07.10.2024;50;0;0;30;110;8846;30;230;0;10;4294;0;17560;2702;1498;00:00:55;344220;359;;;;
lw81olOiYgs;Ein Jahr nach Hamas-Angriff - Callenius: Israel bestätigt Tod einer weiteren Geisel | ntv;07.10.2024;630;0;0;240;1040;7767;230;800;10;120;448;0;135810;2416604;18968;00:01:04;6948240;148;;;;
bmyJdTxj3t8;"""Schande über unser Land"": Libanon kann Masse an Binnenflüchtlingen kaum bewältigen | ntv";07.10.2024;660;10;0;230;1400;812;250;1080;10;110;5282;0;137150;3541917;19893;00:01:32;2664550;363;;;;
WT9j8zmSrK4;"Kühnerts ""Talent ist Seltenheit in Deutschland"" - Politikberater Hillje zu Schock-Rücktritt | ntv";07.10.2024;240;10;0;250;2160;5644;980;1270;10;80;325;0;141230;6961681;2648;00:02:57;1364500;584;;;;
vWayrFO4xno;Hat Ether mehr Potenzial als Bitcoin? | ntv Geldanlage-Check;07.10.2024;440;20;0;810;1260;8327;450;2240;20;330;3544;0;233900;6101114;35767;00:01:33;2598190;394;;;;
