video_id;audience_female_age18-24;audience_male_age18-24;audience_female_age25-34;audience_male_age25-34;audience_female_age35-44;audience_male_age35-44;audience_female_age45-54;audience_male_age45-54;audience_female_age55-64;audience_male_age55-64;audience_female_age65-;audience_male_age65-
ng1IBykFnws;nan;nan;nan;10,00;nan;17,90;nan;22,50;2,70;24,90;3,00;19,00
OT8-cy_Fqt4;0,20;3,80;0,90;9,50;1,30;13,70;1,90;14,30;3,40;19,90;6,20;24,70
mGydVwxMk-Q;1,30;8,00;2,00;12,60;2,70;15,60;1,40;12,20;1,50;20,30;5,80;16,50
vDwxWijp73o;0,10;2,10;0,40;8,70;0,80;17,10;0,90;18,50;1,70;23,30;2,60;23,70
btwNtSTLd2E;1,40;1,60;3,40;8,20;5,90;17,00;5,00;16,90;8,60;18,50;5,20;8,30
Z08zpUoJP3s;nan;2,90;nan;10,60;nan;20,80;1,20;16,20;2,00;19,50;6,60;20,40
w4Y36G6Ie7I;nan;3,30;1,30;9,10;1,60;11,10;2,70;13,70;5,80;19,10;12,40;20,00
ZtHY9VomGtw;0,70;7,40;2,90;19,00;3,60;18,20;3,80;12,10;4,80;12,10;5,30;10,00
g_Qo0JoQoFA;0,10;0,90;0,30;3,40;0,70;9,30;1,00;14,50;2,90;27,60;4,90;34,40
AYilu1tgJLM;nan;1,10;0,20;5,70;0,70;12,30;1,10;16,10;2,70;25,60;5,70;28,70
biPKACxKD0s;0,10;0,50;0,30;2,60;0,60;8,10;1,30;13,10;3,30;25,90;7,30;36,80
17k9XHJWaJQ;nan;nan;nan;nan;4,00;9,10;2,90;6,10;11,20;11,00;23,30;32,40
KdN_t9xV2lU;nan;1,00;0,50;5,30;1,40;9,90;1,40;12,00;5,40;21,00;12,30;29,90
qifLvqWQduQ;0,30;1,60;0,40;5,70;0,90;9,90;1,60;13,50;4,60;23,60;8,80;29,00
WA-WMDJFUYI;0,10;1,30;0,10;3,00;0,20;4,70;1,10;11,90;3,70;30,50;6,90;36,50
MC0OGODf8s4;nan;0,90;0,70;4,50;2,00;5,80;5,90;7,10;13,70;15,70;23,60;20,20
iZoN6ESUSKg;nan;1,70;0,60;6,10;3,20;10,20;4,00;10,50;8,60;20,30;12,40;22,40
xvHv2VHsAl4;0,10;0,70;0,40;2,80;1,00;7,40;1,90;11,40;4,70;23,00;10,80;35,90
Y9-5pWnOXaY;nan;7,10;nan;18,40;1,00;18,40;1,50;13,30;2,00;15,90;4,30;18,00
CNUNwmnkuvM;0,10;1,70;0,50;6,80;1,00;13,80;1,60;15,20;3,90;23,10;7,00;25,10
1ZIMwMIGtjU;nan;4,30;0,70;15,90;1,20;18,60;0,50;20,00;2,40;20,00;2,20;14,10
xFHQZ6Ea21U;nan;2,20;nan;4,60;0,70;5,80;1,30;8,80;7,70;18,90;17,00;33,00
Bg0l_K3E4_U;0,70;4,10;1,90;12,40;2,30;13,80;2,90;10,70;6,10;15,50;11,30;18,20
miIycTKF19I;1,30;4,10;3,70;10,90;4,20;11,70;6,20;11,30;8,90;13,70;11,10;12,80
MyddVD9vK_c;nan;3,90;nan;12,60;nan;15,10;nan;14,30;4,00;20,00;7,80;22,50
N3-mRRu9Nsg;nan;nan;nan;nan;nan;16,50;nan;12,50;nan;20,20;13,30;37,50
t-sjsLZFN_w;0,90;4,30;2,70;11,20;3,90;10,90;5,40;9,20;9,40;13,70;13,40;14,90
RTHEsbHqgQc;0,20;1,60;0,50;5,60;1,00;10,20;1,50;12,90;3,80;22,50;7,90;32,20
L8kypGjCkxM;0,00;1,30;0,20;4,80;0,50;10,80;1,10;15,10;3,30;26,30;6,10;30,40
ITaYvsOmqo8;0,20;1,70;0,60;5,50;1,00;10,80;1,50;14,30;3,30;24,10;5,60;31,30
szpyRsZA7Kc;0,20;2,10;0,80;6,00;1,40;9,20;2,50;11,60;6,70;21,60;12,10;25,40
hwCmiJcI6s0;nan;1,70;0,20;8,60;0,70;15,40;1,30;17,30;2,70;24,50;4,50;23,20
ehhp10s09kM;0,20;1,20;0,80;5,00;1,50;12,70;2,30;15,80;4,90;23,40;7,20;24,90
042FkyUxanA;0,20;0,60;0,40;2,90;0,80;6,90;1,70;10,00;6,10;21,10;14,60;34,60
VuX136FqL64;nan;6,60;nan;14,20;2,20;14,40;2,30;9,20;5,20;18,80;8,60;18,40
X8RkBjxH-t8;0,30;4,40;1,00;7,80;1,40;8,50;2,50;10,30;5,80;20,00;11,10;26,50
Gi6mFnv8heY;0,40;0,20;2,80;0,50;9,10;1,80;13,80;2,20;32,90;3,90;27,80;4,60
3Ynl-kGMzGM;0,70;4,80;1,40;12,00;2,00;11,40;3,00;10,60;7,90;12,90;14,70;18,70
h0w6KSQ36MU;0,50;5,80;1,40;9,00;2,40;13,90;2,10;13,90;3,60;19,90;5,30;20,50
pWg0dFFrw4w;nan;3,50;nan;12,50;0,70;14,20;1,30;12,70;5,00;22,70;5,40;22,00
9m4Rqz5fVOk;1,30;14,10;1,80;16,50;2,90;19,80;2,70;12,80;3,00;11,50;4,00;8,30
_L7OCCS8pio;0,50;4,00;1,30;12,70;2,50;15,70;2,20;12,20;4,40;16,00;7,00;21,60
n7da4iYIYxU;nan;3,40;1,00;7,40;0,80;8,30;2,50;8,00;6,10;17,20;15,70;29,50
kFU77qJWHbg;nan;0,60;0,20;3,10;0,50;6,80;1,70;11,70;7,40;22,50;15,40;30,00
g32qWnQgnD0;3,70;13,10;6,40;20,50;5,90;13,70;4,60;8,40;5,30;7,50;4,60;5,90
cORNMnAWdgI;0,70;14,50;1,10;21,80;1,00;18,30;1,00;14,60;1,40;14,20;1,20;9,60
SK3y0lSVw0Y;nan;2,90;0,40;8,40;0,70;10,40;1,40;11,80;6,00;21,50;14,40;22,10
XkZaaH2PzZA;nan;1,50;0,40;9,30;1,50;13,50;2,10;12,70;5,40;20,10;10,70;22,80
jUafHqJ_6Kg;0,10;1,80;0,30;6,50;1,00;12,60;1,10;17,20;1,80;24,80;3,60;29,30
_wjMh9SQfEs;nan;1,20;0,10;4,20;0,30;9,70;0,60;13,50;2,20;26,30;5,40;36,70
Vv-S415HF_M;1,20;10,70;2,40;21,40;2,50;17,90;2,40;11,60;3,70;11,20;4,80;9,90
smRPtN7RX-I;nan;2,10;nan;4,30;1,50;9,30;2,60;11,90;5,50;24,40;11,60;26,80
3tYyiSCo5wE;nan;nan;nan;5,20;nan;7,80;1,60;9,30;5,80;18,80;18,90;32,80
Gx_wMX-E3Is;0,10;3,10;0,30;8,30;0,60;16,70;0,70;18,80;1,20;25,10;1,40;23,50
Q7nwe60TTrE;nan;10,30;nan;13,10;nan;11,90;1,00;8,80;1,50;20,40;2,70;30,40
brA59Wc5M24;1,40;13,60;2,10;26,30;1,90;19,80;1,90;11,50;2,10;10,10;2,30;7,00
9NyOpUPSbE0;1,30;3,90;0,00;8,60;1,10;12,10;1,30;10,70;5,70;20,60;12,50;22,40
DwWnTSczrdc;0,40;3,10;1,00;7,70;1,80;10,10;2,80;10,80;7,20;17,80;13,10;23,80
wpgB9hE2kvI;0,50;7,20;1,50;14,80;1,80;15,40;2,10;13,60;3,60;15,00;6,30;18,10
fsQSnEvdCQA;nan;nan;nan;1,90;0,80;4,90;1,60;10,70;6,80;28,00;11,10;34,20
LK0V344Oj9M;nan;1,00;0,30;4,30;0,40;9,30;0,80;12,50;3,50;24,10;7,60;36,20
OR_LYiZqBxM;nan;1,40;nan;7,80;0,90;13,50;0,70;13,40;4,00;19,60;12,60;25,90
8GBuCN1xcPk;0,00;0,60;0,30;4,90;1,10;9,30;2,20;11,20;7,30;22,00;14,20;26,80
Qotm0uLQlIc;0,70;6,30;1,50;13,60;2,00;12,50;2,50;11,10;5,40;15,40;9,00;19,80
fq0PphMb1KU;0,30;3,10;1,30;6,60;2,70;10,10;4,30;11,30;10,50;17,00;15,40;17,30
DJJ1NlEQP9E;0,70;2,60;1,50;8,20;3,00;13,10;3,80;13,50;7,50;16,80;10,70;18,70
oc8yM4FYBPA;0,10;2,00;0,30;4,40;0,40;9,70;0,90;14,00;3,00;25,70;5,80;33,70
6tZ_UPw0b4I;nan;1,80;0,40;11,20;0,70;16,80;0,70;14,00;4,20;17,60;9,30;23,30
x_Qv_UwCqRQ;0,30;1,40;0,50;4,10;1,50;8,90;2,30;9,70;7,40;20,10;16,60;27,40
SSU75niRhsk;nan;2,70;nan;7,30;nan;10,70;0,80;13,40;2,70;21,90;7,00;33,50
SjKdZiiJPfs;0,70;11,50;1,50;21,00;1,40;14,90;1,60;9,50;3,40;12,30;5,90;16,30
XKjQkNJLE7A;0,50;3,60;1,10;10,70;2,00;13,20;2,60;12,10;5,00;16,50;9,30;23,40
Tog4Hc8P7dM;0,10;1,10;0,40;4,60;0,90;11,50;1,50;16,00;3,30;25,80;6,20;28,50
B3RLJDrKRYc;0,60;2,90;2,30;10,70;4,50;16,60;5,50;14,90;7,80;15,80;7,10;11,20
sJFKp7_FfCY;nan;0,70;nan;2,30;0,40;7,10;0,90;11,70;3,20;25,00;9,50;39,30
eZHV7CWUKIk;0,30;1,70;0,60;5,50;1,00;10,00;1,80;12,60;3,80;22,20;8,20;32,20
m0B20s5c2SU;nan;1,40;nan;5,50;nan;11,00;1,00;11,60;4,90;22,30;14,20;28,30
Tmhzx2cctTk;0,10;1,20;0,40;4,40;0,80;10,50;1,20;15,10;2,90;26,40;6,10;30,80
jqVK76nWu0Q;nan;3,40;nan;12,30;1,00;17,70;1,00;16,50;2,40;22,00;4,50;19,00
7jvW3XVTbuY;0,30;1,90;0,60;6,60;1,50;13,90;1,70;15,90;3,70;23,70;5,30;25,00
tHkz6qQFzRk;nan;4,10;nan;30,90;1,40;32,80;1,00;16,90;nan;6,50;1,30;5,10
eYruvJNIdr8;1,20;6,20;3,60;14,90;5,30;14,10;5,70;10,50;7,80;11,10;8,40;11,30
iL_XPCICrm4;nan;0,70;0,30;2,80;0,40;5,90;1,00;7,80;3,80;20,30;12,00;44,90
Q9ebWsMWMWw;0,60;4,30;1,40;10,60;2,00;13,70;2,90;12,40;6,20;17,50;9,70;18,50
hDtkbmluHG4;0,10;2,70;0,20;8,20;0,70;11,80;1,00;12,20;3,60;21,70;9,40;28,40
j2LemRWdmMY;0,50;9,90;1,80;26,10;1,90;24,70;1,90;12,00;2,70;9,00;3,20;6,40
UaHvLEpWkKU;nan;1,30;0,30;4,20;0,50;5,50;1,90;8,80;5,70;18,90;14,80;38,00
W6VaAIejac0;nan;nan;nan;7,70;nan;11,40;4,30;11,10;4,60;27,40;13,40;20,00
N6yGb4ijkXU;1,60;9,80;3,10;18,70;3,40;14,80;3,10;10,60;4,60;12,10;5,90;12,10
8D2kASbFnjA;0,70;6,30;1,60;14,90;2,30;15,40;2,80;12,20;4,70;15,60;6,90;16,50
wkSJlrQ_B2s;0,30;2,60;0,80;8,20;1,50;12,60;2,10;13,10;4,60;19,90;9,10;25,30
xLdptmigs-Y;nan;1,50;0,60;13,00;0,90;19,20;nan;16,60;1,70;22,20;3,90;20,50
R3nTSe4blWw;nan;1,60;nan;4,90;nan;10,00;nan;8,30;3,30;18,40;9,90;43,60
Xzts80L8SVg;0,70;1,50;1,40;7,00;2,20;10,70;4,20;11,00;4,00;16,10;15,30;25,90
QSrAOEf-DLs;nan;nan;nan;nan;nan;24,20;nan;24,20;nan;23,40;8,90;19,40
iuMaa6xgiPo;0,50;4,50;2,90;15,80;3,80;19,50;4,60;13,90;4,90;12,40;6,30;10,90
HqWCoADUK7k;0,80;8,70;2,10;16,80;3,30;15,50;3,60;10,50;5,30;12,60;8,40;12,50
1uG1T2BuC1I;nan;2,00;nan;3,90;nan;4,80;1,50;7,70;6,80;20,40;19,40;33,50
WNNWYQ_vmG0;0,50;3,20;1,50;8,00;2,50;10,60;3,10;10,90;6,40;18,80;9,90;24,20
5tfuhgMf5iA;0,10;0,90;0,20;3,80;0,80;8,60;1,40;12,00;4,30;23,50;9,90;34,50
i7heeymednE;0,80;6,60;2,20;22,70;2,60;23,90;2,30;14,60;3,30;10,80;3,00;7,20
5r7xAlKNCQc;nan;0,60;0,30;2,50;0,30;5,40;1,50;7,60;4,90;19,90;17,80;39,40
2grv0G3w8cw;nan;2,30;nan;5,50;nan;10,80;nan;13,80;3,20;21,50;11,30;31,60
yDl2l0_eYFA;0,20;1,60;0,50;6,70;1,00;12,10;1,20;14,90;2,70;25,40;4,90;28,70
FI8rDuGc35k;0,60;3,60;2,00;11,10;3,50;14,90;5,30;13,30;10,10;14,30;10,60;10,60
iFrjEpNlsfA;0,40;5,90;2,40;14,60;3,30;16,50;3,60;11,90;5,90;15,80;7,00;12,70
ekLEPsvT6zM;0,10;0,80;0,50;3,60;1,10;9,70;1,80;13,70;4,30;24,00;8,50;31,80
nzB8pPqvJ7E;7,30;4,20;8,40;9,00;6,30;8,40;6,70;6,60;11,30;8,90;12,30;10,60
OqVvq9ayg10;nan;0,90;0,20;2,20;0,30;6,10;1,90;9,80;6,40;20,60;15,90;35,70
iEmHJwd0or0;nan;nan;nan;6,40;1,80;8,80;3,60;9,70;5,50;20,40;15,90;27,90
IL9KjFrjiQE;0,80;4,80;3,20;12,30;6,30;16,90;4,90;9,30;9,20;10,30;10,10;11,80
PNRDaFlMeKU;0,20;4,60;1,40;16,10;2,00;24,00;1,90;15,20;3,60;14,10;4,40;12,40
EC4NGpn0UDI;2,30;6,90;6,80;16,90;7,50;16,80;6,10;9,80;7,50;8,20;5,80;5,50
_TCnOlJCx6I;1,10;9,80;2,90;19,50;2,30;13,90;1,90;9,90;4,10;13,00;7,20;14,30
_9ZDBhuAykI;0,90;5,50;3,50;17,70;5,40;20,30;4,30;12,50;5,10;12,50;4,20;8,10
_BuziyfwaU4;nan;1,60;1,20;9,50;3,20;11,90;3,80;13,90;8,80;18,20;11,10;16,70
YG25cKMkLJw;nan;nan;nan;7,70;1,70;15,90;2,70;17,90;5,30;18,00;8,30;22,40
iCe4H-LnF1k;2,30;13,50;3,60;22,00;3,70;14,90;3,30;8,20;4,00;8,00;5,60;9,70
81QjpmJHcI4;nan;nan;0,40;3,70;0,50;7,10;3,00;8,90;8,60;20,00;16,90;31,00
G131SwLr9D0;nan;0,90;0,80;4,60;2,40;8,60;3,10;9,50;8,50;19,40;14,60;27,60
peOr0OG3WiA;nan;12,50;0,20;18,10;0,50;17,70;0,30;14,60;1,80;18,00;2,80;13,70
foD-aCM2-jc;0,20;1,70;0,60;5,00;1,40;9,50;2,50;10,70;7,40;19,90;14,50;26,50
DTGZPbEhmEc;0,40;3,40;1,20;12,50;2,90;17,50;4,60;15,70;6,80;16,50;6,60;11,80
OOOYTt47Evs;0,00;1,30;0,30;7,00;0,80;12,30;1,50;13,40;4,80;23,30;9,80;25,50
h1ntRnsWrMw;nan;nan;nan;2,80;0,70;6,20;1,60;8,30;6,30;18,70;19,40;35,90
z7yNlVLbxv8;0,20;10,40;0,50;21,00;0,70;20,10;0,70;15,20;0,90;15,70;1,40;12,10
_s_ejlV2aNM;0,20;5,30;1,10;18,90;2,00;22,90;1,90;15,60;2,40;15,20;2,60;11,90
Yo4xS2VnEhA;nan;3,10;nan;20,20;nan;23,10;nan;15,20;nan;21,50;3,00;13,90
YZy2-q28JgI;nan;1,10;0,50;4,50;1,30;11,10;2,20;13,20;7,70;22,60;12,00;23,90
kWYqUNdjHbI;0,20;2,30;0,70;8,10;0,90;12,80;1,40;14,80;4,10;23,00;8,90;22,90
0xub5XdPvuQ;0,30;2,70;1,40;9,10;2,10;13,40;2,70;13,70;5,60;17,90;9,90;21,10
FjF2lx1RaDA;0,60;2,50;1,30;5,90;1,80;8,40;3,90;9,50;9,40;17,00;17,50;22,20
znd-pXqcBsI;0,70;6,10;1,90;14,40;2,90;18,40;3,20;15,10;5,20;15,10;5,60;11,00
7zqB1fsilvY;0,10;0,90;0,30;2,60;0,60;4,20;1,50;7,60;5,90;19,10;19,20;38,00
v9TjG2iYNhk;nan;12,20;1,60;16,20;1,50;17,60;1,50;10,60;2,70;9,50;8,90;17,70
OmIYsLRg3g0;0,40;2,40;1,10;7,20;2,00;9,70;3,80;10,30;9,80;18,30;14,60;20,30
kGMgjosHYl4;0,30;4,90;1,90;11,70;2,30;13,60;3,90;10,70;8,30;15,10;14,70;12,70
Bpbq-_KqqFQ;nan;1,10;0,40;5,80;0,80;9,60;1,30;13,80;3,50;25,60;7,40;30,70
i0gV_wkm-jM;nan;2,30;nan;6,80;0,70;8,60;0,70;9,60;8,00;22,70;14,20;26,40
8ydm61-IWmk;nan;nan;nan;5,20;nan;11,70;1,50;12,50;7,50;22,00;13,10;26,50
jgBrePujtME;0,30;4,00;1,00;11,20;2,10;15,00;3,40;13,70;6,20;16,50;9,10;17,40
vTGOQSogg7Y;nan;1,60;0,20;5,40;0,60;13,20;0,70;17,80;2,30;25,60;4,90;27,70
2WLc0KY9M5s;0,30;3,10;0,50;5,90;1,00;6,90;1,60;7,30;6,50;18,80;18,10;30,20
b352sN63G5k;0,80;6,00;1,80;14,10;3,00;17,30;3,60;13,30;6,10;14,90;6,90;12,20
2KWA8SKOaxw;nan;5,40;2,00;13,80;1,80;13,40;4,70;9,90;6,00;12,80;11,90;18,20
Ik2AYnvOWTA;2,30;5,90;5,60;16,60;7,80;19,00;6,50;11,70;6,60;8,80;4,20;5,00
2Pp9iYtRoDA;0,80;8,40;1,90;19,10;2,70;15,70;2,70;10,00;4,40;11,20;8,90;13,90
5hLXv92F2gE;nan;0,30;0,20;1,40;0,50;3,70;1,30;7,30;5,10;20,10;16,50;43,60
N0n8cyE13pI;nan;1,40;nan;4,40;1,10;8,20;2,00;13,20;6,10;21,50;12,60;29,50
_gWvK-qQ-ks;nan;6,50;nan;15,10;nan;7,80;nan;7,90;nan;19,50;2,70;40,50
uTENIqDHYRE;0,50;3,20;1,60;11,40;2,30;13,80;3,20;12,50;6,60;16,70;9,80;18,40
u0Q0sHAq-2g;0,80;2,00;2,90;6,80;6,00;10,90;7,40;9,80;13,30;12,30;16,10;11,60
5eb9PWN0-I8;3,70;12,30;2,00;14,20;3,20;16,60;2,40;11,10;5,00;13,10;2,00;10,90
0Ylg4HbFuy0;0,20;1,60;1,30;6,10;2,40;8,50;3,70;10,20;9,00;15,70;19,00;22,20
V7wOymY04bY;0,40;8,60;2,00;20,80;3,10;19,10;3,60;11,60;5,40;9,90;5,50;10,10
k-wmo5E67iQ;4,50;5,70;4,80;11,00;2,70;10,10;nan;9,50;6,30;13,30;14,50;17,60
mgNbSzY2F84;nan;nan;nan;16,40;4,60;22,80;4,30;13,20;4,30;16,00;7,80;10,70
RF1eXuhzR2g;1,60;10,40;2,90;24,00;2,80;21,20;2,60;14,90;2,10;9,30;2,10;6,00
NabqmuMJJKo;0,60;5,90;3,50;16,10;4,20;15,70;4,70;12,10;6,30;13,20;6,30;11,50
ggJNvnyU5H8;nan;5,50;0,80;12,20;0,50;9,70;1,70;6,40;6,10;13,10;16,90;27,10
4yKKNPZ0AcQ;0,30;3,00;0,80;7,10;0,60;9,70;1,30;8,50;6,00;17,80;15,00;29,90
nHLr5L-UH6I;1,00;5,00;2,00;12,80;2,70;14,40;3,80;12,80;5,90;15,80;7,80;16,00
ylca_sCEgxc;nan;2,40;nan;7,60;0,60;8,50;nan;8,30;4,60;20,00;13,20;34,70
P_O041D8Sbs;nan;1,30;nan;3,90;0,60;7,10;1,50;10,40;3,70;23,50;10,20;38,00
jZ_3b1FFWXI;0,30;2,50;0,60;8,40;1,20;15,80;1,40;17,70;2,30;23,30;3,20;23,20
ZBvIqWtY8vY;0,90;4,10;3,00;10,60;4,50;13,30;6,30;9,70;11,00;11,00;14,50;11,10
Utn7K2tIEsI;nan;0,60;0,40;2,60;1,20;6,90;2,80;7,90;8,40;18,40;18,50;32,20
GRDcfTXOTTM;1,00;4,30;1,80;8,70;2,20;9,10;3,00;9,40;6,40;17,20;11,50;25,20
sFqvMNkiiRM;2,50;7,30;6,50;19,50;6,40;15,50;5,40;9,30;6,40;8,80;5,30;6,80
vdpQnFk1MlE;nan;0,80;0,30;3,40;0,90;7,70;1,90;13,40;6,00;25,20;12,40;27,90
ZpoEqypqm0k;nan;0,40;nan;2,70;0,60;7,50;1,50;10,90;4,50;23,40;10,60;37,90
QFO-QXZKb-E;0,70;3,10;2,60;8,50;4,30;9,50;9,20;8,10;15,10;9,80;18,50;10,50
b94BvKhRmE8;0,20;8,80;0,50;22,00;0,70;23,80;0,90;16,00;1,20;14,10;1,70;9,40
N0gmhmvu9ks;0,40;2,80;2,90;11,80;5,60;13,60;6,00;9,70;10,40;13,00;11,60;12,10
J2Pe9muAavM;0,50;2,60;1,90;7,50;3,70;12,40;5,20;10,80;10,30;16,20;12,60;16,50
FqXa6Y041Ok;0,30;3,70;2,00;8,60;3,40;12,10;3,90;10,70;7,80;16,40;11,80;19,30
nEuOAZyv-Do;nan;1,60;nan;7,60;nan;10,70;2,00;10,10;7,40;21,20;16,80;22,50
vw8nCUWCGAQ;nan;1,10;0,30;3,00;0,70;6,30;1,20;9,50;5,20;23,60;14,20;34,90
TUOvjTIM03o;0,10;1,70;0,60;4,70;1,30;8,20;2,30;11,50;7,20;21,60;13,20;27,50
vXN3zvXuB8E;0,50;5,80;1,40;11,90;1,90;11,90;2,50;10,10;6,60;15,90;11,70;19,90
R1p4F9VjvPc;nan;3,90;nan;7,30;nan;12,00;nan;6,70;5,90;14,40;19,40;30,40
KZLr0jOWxhg;nan;3,50;0,50;6,90;1,00;8,20;1,90;11,10;4,80;22,40;9,80;29,50
klHOpnPSFIU;nan;nan;nan;11,00;nan;14,60;nan;12,40;2,20;25,20;4,90;29,80
DCKWHdkvGDg;nan;0,60;0,30;3,60;0,80;8,40;1,20;9,70;3,50;21,50;12,10;38,30
Lo9xK-I2iAk;0,20;1,80;0,50;5,70;1,00;10,50;1,50;12,50;3,90;22,50;7,90;32,00
DMqlcx3k1sQ;nan;1,40;0,30;5,10;0,70;14,70;2,20;14,00;4,00;20,50;9,30;27,80
zFIMrWqTmlw;0,20;1,10;0,70;4,10;1,50;7,70;2,60;11,10;7,10;22,40;12,30;29,20
Gg32aueLbRs;0,70;4,90;1,90;13,30;2,40;13,90;3,40;12,20;6,70;16,80;8,20;15,50
MC2zPRlCBbI;0,30;2,90;0,90;7,40;1,50;12,10;2,40;13,60;4,20;20,80;7,30;26,40
XxZK6bJ19kw;nan;1,50;nan;2,90;0,50;5,80;1,30;9,00;4,30;23,30;13,80;37,70
DnQMaFfbkL4;nan;2,50;1,60;7,20;4,60;11,10;7,30;10,50;14,10;10,20;17,30;13,60
k1L1c784GrY;nan;0,90;nan;1,70;0,60;5,30;1,90;8,70;7,70;20,70;17,20;35,10
xafwKljWLFU;nan;2,90;1,10;13,30;2,20;17,40;2,20;13,20;5,40;15,90;9,10;17,10
5lIQGpjSD50;0,10;1,30;0,40;4,00;0,70;8,00;1,50;13,10;3,70;24,20;8,90;34,00
jymXW6gFYG4;0,50;1,80;1,70;4,70;3,10;6,60;4,60;8,10;11,30;15,90;19,10;22,60
aSx_Gp3JB_U;0,10;1,70;0,50;4,90;1,30;10,70;2,10;16,00;4,50;26,30;7,80;24,20
0UPPRvd0Xoc;nan;nan;nan;1,90;0,80;4,20;2,50;6,40;8,50;16,90;24,20;34,80
s3oEn3PgMN4;nan;4,70;nan;10,30;2,40;11,40;4,20;11,30;8,50;12,70;16,00;18,60
scLZtDRzH1Y;0,70;9,60;1,80;18,80;2,20;17,40;2,50;12,60;4,20;13,40;5,20;11,30
nXkcgwbsShY;nan;1,30;0,20;4,30;0,70;9,20;1,60;13,60;5,60;24,20;9,80;29,40
qDX-mutM_oQ;nan;2,50;0,40;8,60;0,90;11,90;1,30;13,50;6,20;20,80;11,00;23,00
spGmgAqZyaI;nan;nan;nan;6,60;1,80;10,30;nan;12,30;3,10;17,50;15,40;33,00
r5DByPovI-A;1,30;5,50;2,20;8,80;2,90;10,70;3,30;11,40;5,90;18,30;8,90;20,60
uMD6H8Jv2SE;nan;1,60;nan;3,80;nan;4,80;nan;5,80;1,80;22,90;14,20;45,00
KFX-G5gTMj0;nan;3,50;nan;6,50;nan;12,60;3,00;14,00;2,90;23,90;6,80;26,90
2nxFEVpWFUE;0,10;0,60;0,50;2,50;0,70;6,40;1,70;10,20;5,80;23,80;11,10;36,60
0tAHQVoTL9M;0,10;0,70;0,30;4,00;0,80;7,80;1,90;11,40;5,90;22,70;14,10;30,30
A_1HcO7tioI;nan;2,50;0,90;6,10;1,90;11,10;2,70;12,50;6,10;21,10;10,10;24,80
xTl5EHtEp0c;0,50;8,40;1,50;20,30;2,60;21,10;2,80;13,60;4,40;12,30;4,40;8,00
KwQ0MrQRRQk;0,60;1,50;2,10;4,30;4,70;6,80;6,10;8,60;12,80;16,10;16,90;19,50
ohy-fSFiZi8;nan;nan;nan;6,00;0,30;14,30;0,50;14,90;3,90;27,30;7,40;25,40
hp5WfIM07HU;0,50;4,30;1,20;7,30;1,80;9,40;3,20;12,00;7,50;19,40;11,30;22,10
LxTfWAq9wOk;0,40;3,50;2,10;8,90;2,50;9,70;3,60;8,00;10,10;15,20;16,80;19,20
J7ivcNhYmT4;nan;0,40;nan;1,60;0,50;4,50;1,60;10,70;5,80;26,20;13,60;35,10
3awP_HTyIwM;0,20;14,10;0,50;29,20;0,80;25,70;0,50;12,40;0,80;9,00;1,20;5,00
3tpgiT8X7pU;0,10;3,70;1,00;9,50;1,60;11,80;2,30;11,80;6,10;18,30;11,70;22,20
TCnjXCkJrXY;nan;nan;nan;11,90;nan;21,00;nan;15,50;2,30;24,50;3,50;21,30
TCnjXCkJrXY;nan;nan;nan;11,90;nan;21,00;nan;15,50;2,30;24,50;3,50;21,30
TCnjXCkJrXY;nan;nan;nan;11,90;nan;21,00;nan;15,50;2,30;24,50;3,50;21,30
TCnjXCkJrXY;nan;nan;nan;11,90;nan;21,00;nan;15,50;2,30;24,50;3,50;21,30
Ksx7BOZ9T5E;0,50;4,30;1,80;14,10;4,60;24,30;5,60;17,00;5,90;11,40;4,00;6,50
Viok2MrkZdQ;1,10;6,50;2,80;16,00;3,30;17,20;2,90;13,80;3,70;16,50;3,00;13,40
PM1tJPvHuzk;1,30;3,10;1,50;8,40;1,10;9,40;1,60;8,00;5,40;16,30;17,30;26,40
scjCfpayDTE;0,50;5,90;1,50;15,00;1,90;18,00;1,90;15,00;3,10;17,00;3,50;16,40
5ZnKL2SxJ7Y;1,10;3,40;3,90;9,70;6,20;10,60;6,40;9,50;10,30;13,10;12,40;13,60
DgXUDzMTzuk;0,60;4,00;1,50;10,30;2,20;14,60;2,80;14,00;5,40;19,00;7,10;18,60
_vgHy2wWVXk;0,10;0,90;0,30;3,90;0,70;8,60;1,40;12,70;4,10;25,20;8,10;34,10
eWkzlk0ujxI;nan;4,00;nan;7,40;1,80;10,90;1,50;9,30;4,60;17,80;14,60;28,10
1BT5n29eelk;0,80;6,20;2,20;16,00;2,80;16,90;3,30;12,40;5,70;13,80;6,70;13,10
kRIcq_Y47XQ;nan;3,50;0,30;4,50;0,50;8,90;1,90;11,90;4,70;21,70;10,60;30,90
OEpUV7vi22s;nan;9,50;nan;10,30;nan;14,90;nan;10,30;9,90;16,40;9,20;19,50
QbUmVNAdEv0;nan;nan;nan;2,10;0,40;7,60;1,20;13,80;5,20;29,20;9,10;31,30
llqoaL8YjAk;0,00;0,80;0,60;3,50;1,50;9,30;2,70;12,60;7,10;21,80;13,40;26,70
uBjvFyNqUqM;2,20;11,50;3,20;17,40;4,90;16,80;4,20;11,10;5,40;10,30;5,20;7,70
U79solfTFvk;nan;3,30;nan;9,30;0,70;10,70;1,00;9,90;5,50;22,30;11,60;25,50
B_v0FeUuvFY;0,90;2,60;2,10;5,30;4,00;7,50;5,00;8,90;13,20;14,90;18,00;17,60
