video_id;audience_female_age18-24;audience_male_age18-24;audience_female_age25-34;audience_male_age25-34;audience_female_age35-44;audience_male_age35-44;audience_female_age45-54;audience_male_age45-54;audience_female_age55-64;audience_male_age55-64;audience_female_age65-;audience_male_age65-
nrMtjfPJkVU;0,20;1,00;0,40;3,70;1,00;9,60;1,90;14,30;4,20;25,40;7,60;30,70
sO5fuPQY_rU;0,30;2,80;0,90;8,20;1,40;12,00;2,10;14,20;4,00;21,40;6,20;26,50
cO1w1HpEeHI;nan;6,80;nan;10,30;nan;10,30;nan;9,10;3,30;15,30;13,50;31,40
GCK8rxifqyQ;1,80;8,90;3,40;18,60;3,10;13,80;3,00;9,20;5,40;11,50;7,80;13,40
Uzce4MK9X10;nan;2,10;0,60;6,00;1,50;12,10;2,00;11,10;5,10;20,50;10,30;28,70
aM-ICvD-stA;0,50;5,30;1,60;15,20;2,80;18,40;3,20;13,20;5,00;14,30;6,80;13,50
xUWrg8b_81Y;0,30;2,50;0,70;6,90;1,30;11,00;1,90;12,70;4,20;20,90;8,00;29,40
8UdU7QAxJq8;nan;1,50;0,50;2,40;0,40;6,80;0,80;10,30;5,40;23,00;15,80;33,20
VazJS-4jarc;0,10;0,70;0,40;3,10;1,00;8,90;1,60;13,50;4,60;23,30;9,70;32,90
idfKfk1i0u4;0,30;3,00;0,80;10,10;1,40;15,70;1,60;15,10;2,90;20,10;5,30;23,60
USHv442d3bY;nan;2,10;1,20;8,30;1,30;12,30;1,90;13,50;4,50;20,90;10,10;23,70
6xCe8lH_6g8;nan;0,60;nan;2,50;nan;7,30;0,70;13,40;1,50;27,30;3,50;43,40
LQl8zJp8XwI;0,50;0,80;0,50;6,30;1,90;8,60;2,00;8,30;7,30;20,00;14,00;29,80
RRmTBEiXcBk;nan;1,90;nan;6,50;nan;11,10;1,20;12,80;3,70;23,80;7,30;31,70
FTVuwRUeIdc;0,20;1,50;0,30;4,80;0,70;10,80;1,00;15,30;1,90;26,60;3,40;33,60
bcQhtmVEOSE;nan;2,40;0,80;7,60;1,30;9,40;2,70;10,60;6,20;16,20;15,40;27,40
IZV77IdNfXQ;1,80;10,20;3,60;18,50;3,20;15,30;3,20;10,80;4,90;11,50;6,10;11,00
72K_1xQKXP0;0,20;1,00;0,60;3,80;1,20;8,50;2,10;10,90;5,30;20,90;11,10;34,30
BZbh-Q9pTwQ;nan;1,10;nan;3,60;0,20;8,20;0,50;11,70;2,80;26,20;6,80;38,90
dzmz9xi4LZs;0,10;3,40;0,40;10,60;0,90;14,10;1,30;14,80;3,10;22,20;5,40;23,90
ibQxGbZ3dUQ;nan;2,00;1,00;7,30;1,60;9,10;2,50;11,60;6,30;19,40;14,90;24,50
w2Mj8O9oIb8;nan;nan;nan;17,50;nan;23,20;nan;19,80;4,60;11,40;4,60;19,00
qAhuwpgkfG8;nan;6,30;0,80;12,60;2,30;15,40;2,30;15,90;4,40;16,10;4,00;19,90
a4KLHzLpjMk;nan;3,10;nan;6,50;1,40;14,60;5,20;12,70;9,00;13,20;15,00;19,30
SoN7LxrXjdQ;nan;1,30;nan;4,70;1,30;7,80;2,30;10,10;9,60;20,40;15,30;27,40
doBCyr4G-tI;0,70;3,60;1,10;9,70;2,60;11,90;3,00;9,70;6,90;13,70;15,00;22,10
KlfyohIFoAU;nan;7,70;0,60;12,30;3,30;12,50;2,30;11,70;6,40;15,00;11,00;17,20
ZJOAgKkB39s;nan;1,60;nan;5,90;1,10;11,30;1,90;14,80;4,60;27,80;5,00;26,10
SUtTmT1kZQg;4,90;5,70;7,90;14,70;5,40;12,50;3,40;7,90;2,90;8,40;10,80;15,50
Yl9yLeaq3co;1,00;7,10;1,60;15,70;1,80;13,70;3,40;10,60;5,90;13,30;9,90;15,90
lOfhUk4-7Qs;nan;nan;nan;15,60;4,40;24,40;nan;12,40;7,10;17,30;4,90;13,80
d3t0qCae_WE;0,10;0,60;0,30;2,80;0,80;8,70;1,60;14,10;4,30;25,70;8,40;32,30
TlLzmoqk7dQ;nan;nan;0,20;2,80;1,60;4,50;2,60;7,40;8,70;17,30;21,80;33,10
OVhtaBxnWEs;nan;1,10;0,40;6,20;nan;11,60;nan;14,50;nan;33,40;1,50;31,30
w42awziSmAg;nan;1,00;nan;6,40;0,40;16,80;1,20;18,30;0,80;26,40;1,40;27,30
QnCMQ5eA1KU;0,20;1,10;0,40;4,20;1,00;7,80;2,00;10,80;5,70;20,40;15,50;30,70
EzSSctFtfFE;0,90;9,00;1,30;12,80;2,20;12,50;1,80;12,10;2,80;18,10;4,00;18,50
ayPQMcOyN6g;nan;nan;1,80;8,40;4,90;16,50;3,90;11,20;13,70;15,80;10,50;13,30
LML5rrhBi6E;0,10;0,70;0,40;2,80;0,80;6,40;1,50;9,70;4,40;21,80;11,80;39,60
PxTT7a7MB6M;1,40;8,60;2,80;15,00;3,20;13,00;4,00;10,70;6,30;13,10;9,30;12,70
KO5fuiAVn74;nan;16,80;nan;21,20;nan;13,20;nan;13,20;3,30;12,70;4,70;14,90
LyRxLy1u0SQ;nan;1,30;0,30;5,70;0,90;10,80;1,90;13,40;5,20;23,90;9,40;27,10
imMuZN5tu1A;0,20;1,40;0,60;3,60;1,70;7,70;3,00;10,70;8,60;20,90;15,10;26,40
ilW8rsIAxxk;nan;0,70;nan;2,20;nan;6,30;1,30;9,10;7,40;18,40;22,30;32,40
s7iLWYConEw;nan;4,70;0,80;26,40;nan;21,70;nan;14,70;1,70;13,90;2,10;14,00
xxykF1Rp0r0;1,10;9,30;2,20;18,90;2,10;14,90;2,30;11,20;4,20;12,90;6,80;13,80
yXBgkOqV5xk;nan;2,10;1,50;11,30;2,80;12,50;4,50;11,60;8,40;16,90;10,50;18,00
NEqsWXzZ58g;0,10;0,90;0,70;3,10;1,80;6,20;3,10;8,30;8,20;18,10;18,40;30,90
mcSX0NhKH1E;0,50;1,90;0,80;3,20;0,70;5,90;1,10;12,00;4,90;24,40;12,30;32,20
4bs-lJhXtCs;0,80;4,10;2,20;11,20;4,10;14,20;4,90;11,80;7,80;13,50;10,80;14,70
Na8Txsy6unw;nan;2,20;nan;10,80;0,20;14,60;0,50;13,50;3,30;22,70;7,60;24,60
ql7yXRi6A3Q;0,40;2,10;1,10;6,80;1,70;8,90;2,40;9,90;5,50;17,40;12,10;31,80
MRw16uXc3eY;nan;3,40;nan;11,10;nan;17,00;2,20;18,00;5,90;17,50;8,70;16,10
pieHxCQOGtw;0,70;3,70;2,20;11,10;4,00;13,70;5,80;12,10;9,70;14,30;10,50;12,10
vEnVDsiGtT8;nan;nan;nan;10,00;nan;16,20;12,50;17,80;3,10;20,60;5,80;13,90
BMtfWFCQ7c0;1,10;5,80;1,90;11,20;1,90;10,40;2,10;9,00;6,50;15,20;12,40;22,50
l9Tt7Y948Cw;nan;3,90;1,40;10,90;2,40;17,50;5,60;12,20;7,90;15,10;9,30;13,60
dpQZ_sTZlPU;0,20;1,80;0,40;4,90;1,10;10,60;1,50;13,70;3,90;25,10;8,60;28,30
EaMmB3J6QvU;0,50;5,80;1,50;15,40;2,00;16,90;2,20;13,40;3,80;15,80;6,00;16,50
zTXprAUuwcE;nan;nan;0,40;3,90;1,50;8,20;3,50;11,10;9,50;22,50;16,00;23,40
6LNz12Q0or0;0,50;5,20;1,90;12,60;2,30;14,30;2,60;12,00;5,40;15,70;7,20;20,40
qmdyXg1MN1g;0,90;6,40;2,60;13,90;3,00;12,60;3,20;11,70;5,80;15,60;8,40;15,80
d7yU4hb3hUc;nan;2,40;0,70;9,80;1,50;10,50;1,30;10,00;3,90;18,30;9,50;32,10
syGkmHjrgIk;0,10;0,80;0,40;3,30;0,90;8,30;1,70;12,70;4,10;23,80;9,00;34,70
1865sYFV2lQ;0,10;0,60;0,40;2,70;1,10;8,80;1,30;14,40;4,30;26,70;7,80;31,90
EcN5QFsREjw;0,10;0,90;0,40;4,50;0,70;11,40;1,20;16,40;2,70;25,90;5,50;30,10
frox4jrqDIA;1,00;6,10;2,30;13,70;3,00;12,60;3,70;10,70;7,60;13,60;10,60;15,10
0YIRm5isgyI;0,30;2,00;0,90;5,10;1,60;10,10;3,30;10,40;9,00;19,40;14,90;22,90
mp1834cM0lY;nan;3,70;0,70;6,00;1,60;8,00;3,20;11,30;8,10;18,10;14,80;24,40
7xDphBwrsXc;1,60;8,10;3,80;21,30;3,90;19,00;3,50;11,80;3,90;11,20;3,60;8,10
wtOBu5NS7N8;nan;1,90;0,10;6,40;0,30;12,80;0,70;16,40;1,50;25,20;3,40;31,30
1Lg-8IKb9Ww;nan;7,00;2,10;19,60;1,60;20,90;3,00;15,00;2,00;14,40;3,40;11,10
XFTEPLJCdL0;0,20;2,60;0,60;6,50;1,30;9,60;1,70;11,50;5,40;21,70;11,50;27,40
C2BL1adUAkw;0,60;5,50;3,00;18,30;3,70;19,80;3,40;13,20;5,10;12,50;5,50;9,50
LSCKsTl89qM;3,10;6,60;7,90;14,60;8,50;14,60;6,70;9,40;7,80;8,90;5,50;5,60
dscdqGeZzFY;0,40;6,10;1,30;13,70;2,20;14,70;2,70;12,10;5,20;15,80;8,10;17,40
W21z3U-IYYA;nan;3,80;nan;15,00;nan;21,30;nan;14,60;1,60;18,00;7,90;17,90
afk48YP7zc0;0,20;1,20;0,60;3,80;1,20;6,50;2,10;9,10;7,00;18,60;17,30;32,40
u4JoCMb3lso;nan;1,20;0,20;3,20;0,90;6,80;1,80;9,60;4,80;22,00;11,70;37,70
yKcWsCnf5hg;1,10;7,80;2,70;16,30;2,40;13,90;3,30;11,30;5,40;15,10;6,90;13,80
V4jaeFvEhQY;1,00;5,00;4,30;15,60;5,80;15,30;5,50;10,10;8,90;11,20;7,70;9,40
zluBLKmZRe4;nan;3,90;0,40;8,70;0,70;14,10;0,70;14,40;2,40;24,30;4,20;26,00
EDNt4g7NNJI;2,30;7,20;3,60;14,90;5,90;13,70;3,40;16,00;nan;16,40;2,50;14,20
66M5jsffL_s;0,40;2,50;1,00;6,90;1,80;10,80;2,90;12,50;7,10;21,10;10,60;22,40
Zi9cM7qW20M;nan;3,80;nan;8,60;0,70;15,10;1,80;14,40;3,50;16,90;12,00;23,20
i_8UtBF_gu8;nan;nan;nan;2,90;nan;4,80;1,70;8,00;4,50;23,60;14,80;39,60
wlWHT_RjN1o;0,40;2,40;1,00;6,30;1,40;8,70;2,30;11,50;5,70;20,50;11,50;28,40
azDjVJvRaS4;1,90;7,50;4,60;19,90;4,20;16,40;4,20;9,40;5,50;9,80;7,20;9,20
1eopSiW0TGc;0,40;4,20;1,10;8,80;1,70;10,20;2,60;11,10;5,80;18,80;9,60;25,30
7MYO3g846ww;0,50;7,30;1,70;18,40;2,70;15,20;3,50;10,40;7,40;10,80;9,80;12,30
9kcMub_aMNc;nan;nan;nan;5,50;1,20;13,70;2,80;16,40;4,30;29,40;6,00;20,50
HYHIFGaON2w;0,20;8,10;0,90;23,90;1,10;27,80;0,90;13,60;1,80;11,50;2,70;7,60
vZSwrEQayXE;1,00;5,20;2,70;15,10;3,40;16,80;3,50;13,50;5,20;14,60;6,50;12,50
vZSwrEQayXE;1,00;5,20;2,70;15,10;3,40;16,80;3,50;13,50;5,20;14,60;6,50;12,50
vZSwrEQayXE;1,00;5,20;2,70;15,10;3,40;16,80;3,50;13,50;5,20;14,60;6,50;12,50
