video_id;Videotitel;Veröffentlichungszeitpunkt des Videos;Dauer;Neue Zuschauer;Klicks auf Abspannelement;Klicks auf Infokartenteaser;Klicks auf Infokarte;„Mag ich“ und „Mag ich nicht“ im Vergleich (%);„Mag ich nicht“-Bewertungen;Im Feed angezeigt;Geschätzter Umsatz (EUR);Impressionen;Klickrate der Impressionen (%)
HJlgghhad5k;Kurzschluss! Tesla geht durch Flut in Flammen auf | #ntv #shorts #news #hurricane #usa;01.10.2024;53;1055;0;0;0;8472;22;23246;;29539;389
zOT_Sgz3avs;"""Wir brauchen eine Anti-Islamisierungsstrategie"": Vorsitzender der Jungen Union | #ntv #cdu #csu";01.10.2024;52;63;0;0;0;8932;11;4225;;25489;385
B6UykfzqW3o;Aufgepasst bei Zeckenstichen | ntv Service;01.10.2024;240;12;4;0;0;7895;4;0;1223;24612;283
 -wtX527AgTE;Taylor, look what you made him do... | #ntv #shorts #taylorswift #usa;01.10.2024;38;214;0;0;0;7672;44;23901;;16442;167
EaMmB3J6QvU;"Trump über Iran: US-Präsident ""sollte dieses Land in Stücke bomben"" | ntv";02.10.2024;122;11615;677;59;0;7272;434;0;202498;2568867;408
uOYh9kp3Dxo;"Vergeltung nach Angriff des Irans? - ""USA sollen Israel dieses Mal nicht 'don't' gesagt haben""| ntv";02.10.2024;243;9252;467;7;0;7288;131;0;90801;2160019;174
HWtnYiBDoh0;Zeichen stehen auf Eskalation - Iran droht bei Vergeltung mit weiterem Angriff auf Israel | ntv;02.10.2024;118;14337;593;3;0;7704;93;0;71693;2000105;215
j_jGeBVqHBw;"""Land zerbomben"", Trump äußert sich zum Angriff Irans auf Israel | #ntv";02.10.2024;60;1460;0;0;0;6947;109;38372;;315874;562
eMPqxwldkro;Mörder, Betrüger, Unterhaltspreller - Deutschland sucht 150.000 flüchtige Straftäter | ntv;02.10.2024;142;1281;174;0;0;9432;22;0;33216;259524;772
d5H5qDlg1pY;"Neuer NATO-Generalsekretär - Thiele: ""Rutte ist sozusagen Trump-Versteher"" | ntv";02.10.2024;277;385;18;0;0;8357;23;0;12587;196648;267
kCsdwUOH8EY;LIVE: Statement der sondierenden Thüringer CDU, SPD und BSW;02.10.2024;305;1889;0;0;0;3678;165;0;54822;176272;1012
xyLpDh3GivM;"""Vance wirkte schlagfertiger, Walz war am Anfang nervös"" - Beckmeier kommentiert TV-Duell  | ntv";02.10.2024;152;912;41;0;0;8732;9;0;8137;125389;282
km2O0mlH2BQ;"""Hochprofessionelle Einheit"": Wie es mit der Hisbollah-Armee nach Nasrallah weitergeht | ntv";02.10.2024;168;499;57;2;0;8772;7;0;9487;90292;359
kP12yTyDDFY;TV-Duell zwischen Walz und Vance: Bei diesen Themen geht es zwischen den US-Vizes zur Sache | ntv;02.10.2024;100;236;52;1;0;8889;5;0;3197;79407;178
Et6qBHLQ77U;LIVE: Olaf Scholz spricht beim BGA-Unternehmertag;02.10.2024;1761;398;0;0;0;3614;53;0;9157;70380;402
y5csaIljwj8;LIVE: Statement von Innenministerin Faeser zum Sprengstoff-Gesetz;02.10.2024;678;64;0;0;0;2857;35;0;3982;30739;384
NsVXaOnM3Gc;Tödliche Waldbrände in Griechenland | #ntv;02.10.2024;47;132;0;0;0;8936;15;9855;;25213;143
ohzNAOjOq9g;"Wiedervereinigung ""mit viel mehr Licht als Schatten"": Carsten Schneider im ntv Frühstart | ntv";02.10.2024;481;18;0;0;0;5556;4;0;1595;21661;179
d4_c-PZA1sE;"""Das ist eine große Freiheit"", Carsten Schneider, Ostbeauftragter | #ntv #shorts #deutschland";02.10.2024;47;121;0;0;0;6845;59;10185;;15225;154
_24HPhL5sns;"""Kreml bestärkt darin, dass Donbass-Eroberung möglich ist"" - Munz zu Abzug aus Wuhledar | ntv";03.10.2024;161;4721;630;11;0;7463;154;0;72379;1489334;231
gfOA2cUcVm8;"""Ohne Mitwirkung der Amerikaner kann ein großer Schlag nicht erfolgen"" - Thiele zu Iran/Israel | ntv";03.10.2024;255;1144;179;6;0;8249;59;0;40115;594504;31
Kf_Abu3iQk4;"Munz: Putin will zeigen, ""dass sich der Krieg lohnt"" - Veteranen in führenden Positionen | ntv";04.10.2024;190;9250;592;22;0;8232;186;0;155514;1228575;519
p21EymWP9ys;Callenius: Möglicher Nasrallah-Nachfolger wohl getötet - Erneute Angriffe auf Beirut | ntv;04.10.2024;202;1761;0;0;0;9581;20;0;60234;450690;577
4og6Rz1VoME;LIVE: Pressekonferenz des Flughafens München zum Ansturm auf Terminals;04.10.2024;927;20702;0;0;0;7952;34;0;65128;140630;582
eJFe9n8eUpA;"""Zermürbender Abnutzungskampf"" - Oberst Reisner zum Dilemma der Ukraine in Wuhledar | ntv";07.10.2024;847;18856;180;20;0;8534;287;0;35368;2274117;355
YEMF4jcp6n8;"""7. Oktober zeigt, mit wem wir es wirklich zu tun haben"": Israels Botschafter im Frühstart | ntv";07.10.2024;774;2447;17;0;0;7479;119;0;33007;717902;157
lw81olOiYgs;Ein Jahr nach Hamas-Angriff - Callenius: Israel bestätigt Tod einer weiteren Geisel | ntv;07.10.2024;143;2870;63;0;0;7767;23;0;18882;693793;148
zRh78ODcG_8;Techno zur Trauerbewältigung: Israel erinnert am Jahrestag an die Opfer des Terrorangriffs | ntv;07.10.2024;151;1810;72;0;0;542;60;0;6642;655334;88
 -NaLvWvv59M;LIVE: Pressekonferenz der SPD-Spitze zum Rücktritt von Kevin Kühnert;07.10.2024;406;2814;0;0;0;5252;132;0;58955;532628;291
bmyJdTxj3t8;"""Schande über unser Land"": Libanon kann Masse an Binnenflüchtlingen kaum bewältigen | ntv";07.10.2024;176;1215;66;1;0;8134;25;0;19822;265704;363
vZSwrEQayXE;Aufgeheizte Stimmung: Polizei löst Pro-Palästina-Demo in Berlin auf | ntv;07.10.2024;112;4542;175;16;0;8313;68;0;36397;208581;897
vWayrFO4xno;Hat Ether mehr Potenzial als Bitcoin? | ntv Geldanlage-Check;07.10.2024;265;5028;39;2;0;8692;31;0;2716;157303;468
WT9j8zmSrK4;"Kühnerts ""Talent ist Seltenheit in Deutschland"" - Politikberater Hillje zu Schock-Rücktritt | ntv";07.10.2024;546;1375;24;1;0;5619;99;0;26295;135086;587
2Nd5OfPA0dc;Trump verbreitet Falschinformationen über deutschen Kohleausstieg | #ntv;07.10.2024;47;658;0;0;0;7425;77;23198;;83602;658
EzSSctFtfFE;Fähre treibt stundenlang steuerlos auf Nordsee | #ntv;07.10.2024;41;12399;0;0;0;9587;65;174762;;53260;342
f_HqJGkHmCw;LIVE: Statement von Gesundheitsminister Lauterbach zur Pflegeversicherung;07.10.2024;399;337;0;0;0;4318;25;0;792;36272;619
rnV6-mdETr8;"""Wir haben zwei Millionen leer stehende Wohnungen"" - Bauministerin zur Immobilienkrise  | ntv";07.10.2024;144;10721;14;1;4;4545;36;0;745;35003;67
c-TJ2a8Aav0;Posieren mit Streitaxt und Schwert - Hawaiianer zelebrieren ihre Waffenrechte | ntv;07.10.2024;129;24;5;0;0;8846;3;0;1498;34422;359
7813GDuTDeQ;Verletzte und verwaiste Tiere: Klinik rettet in London jährlich Hunderte Stadtfüchse | ntv;07.10.2024;133;10;0;0;0;9474;1;0;517;28343;188
rLfBY5jmS_w;LIVE: Pressekonferenz des Präsidenten des Zentralrats der Juden zum Jahrestag des 07. Oktober;07.10.2024;757;28;0;0;0;6818;14;0;3342;28274;27
zy8TQ3YKzcg;Gut für gestresste Koalitionäre? - Was für den Bürohund im Bundestag sprechen würde | ntv;07.10.2024;164;18;1;0;0;8182;2;0;738;25531;177
IP_5oi1eQUg;16 Tage Oktoberfest - so lief die Wiesn in München | #ntv;07.10.2024;47;355;0;0;0;82;9;7121;;11671;143
uNVB1MrMQlA;LIVE: Statement der SPD zum Rücktritt von Generalsekretär Kühnert;08.10.2024;1051;2495;0;0;0;2424;50;0;14991;1811936;19
vDBi6j_2KEE;Risiken durch freigesetzte Gifte: Vorher-nachher-Bilder zeigen Zerstörung von Gaza | ntv;08.10.2024;301;4433;157;3;0;841;97;0;6308;1061818;216
QIfhnVhQY4E;Russland kann noch zwei, drei Jahre durchhalten - Markus Reisner, Oberst Bundesheer Österreich #ntv;08.10.2024;50;2948;0;0;0;901;175;164022;;820240;59
G2FpCLWcQIY;LIVE: Statement von Merz und Dobrindt zur Fraktionssitzung;08.10.2024;922;3828;0;0;0;4769;68;0;33801;654026;117
ygNkwfDsass;"""Spüre, dass Politik nicht mehr der Traumjob ist"" - CDU-General Linnemann im Frühstart | ntv";08.10.2024;521;2091;136;3;0;7226;91;0;63897;524093;332
VosPMSA1xhU;FDP kämpft ums politische Überleben, Grüne legen zu | ntv Trendbarometer;08.10.2024;995;546;13;0;0;6707;81;0;44816;214271;516
xKIYkenFYBw;"Harris gibt seltenes Interview: ""Wäre Trump Präsident, würde Putin jetzt in Kiew sitzen"" | ntv";08.10.2024;122;21879;51;5;0;8075;46;0;43926;166551;625
ZcJN320JTxM;LIVE: Statement von Gesundheitsminister Lauterbach zur Krankenhausreform;08.10.2024;770;293;0;0;0;3285;92;0;15818;114053;186
TgyomFeYXWs;"Wohlleben: ""Müssen beim Holzeinschlag auf Bremse treten"" | Kritik an Özdemirs Bundeswaldgesetz ntv";08.10.2024;210;5998;0;0;0;8281;22;0;11985;93904;432
cbxW9nLj0G0;"""Hatte Hunger und habe gefroren"": Politischer Gefangener spricht über Zwiebelfarm von AfD-Mann | ntv";08.10.2024;179;132;10;0;0;8481;12;0;3501;49443;489
DVFbg2nCoMc;Identitätsraub per Post: Quishing-Betrügern auf der Spur | ntv Faktenzeichen;08.10.2024;907;208;5;0;0;100;0;0;6221;41460;288
GWFuTjnX5Hw;Wie Deepfake-Videos mit Promis in die Betrugsfalle locken | ntv Service;08.10.2024;237;484;10;0;0;8537;6;0;3839;28628;582
3-MeVHoH8kY;Ausschreitungen bei Protesten in Albanien | #ntv;08.10.2024;60;87;0;0;0;875;5;4459;;27684;385
E7xUUIwUWkQ;"Verhältnis zwischen Israel und UN ""muss gekittet werden"" - Entwicklungsministerin Schulze | ntv";08.10.2024;467;15;3;0;0;6486;13;0;1284;22887;247
02SaOBzydjk;"Koala macht Bahnhof in Australien ""unsicher"" | #ntv";08.10.2024;58;518;0;0;0;9857;1;4886;;18632;262
DTEcbAjKoc0;"Biden sagt Treffen in Ramstein ab: ""Für die Ukraine ist das keine gute Nachricht"" | ntv";09.10.2024;352;12820;143;20;0;776;209;0;106326;2155447;186
hZkjceKSMJ0;"Habecks Appell: ""Nicht als Verlierer vom Platz schleichen"" -  Konjunkturprognose gesenkt | ntv";09.10.2024;559;6625;61;5;0;2736;653;0;88312;1682768;12
sFqvMNkiiRM;"""Wer bleibt, wird sterben"" - Blick aus dem All zeigt riesigen Hurrikan ""Milton"" | ntv";09.10.2024;104;43797;1883;0;0;9587;40;0;219918;1671310;627
7n9-i53CtDo;Notkäufe vor Hurrikan - viele Produkte werden knapp: ntv-Reporter zur Lage in Florida | ntv;09.10.2024;197;3311;548;0;0;9086;16;0;35268;1084763;94
OmIYsLRg3g0;"""Jeden Tag sterben Menschen"" - Vater von Brokstedt-Opfer konfrontiert Scholz | ntv";09.10.2024;104;9224;443;12;0;8495;232;0;115379;699658;871
Obk-CRbeNnw;"Jäger zum Hurrikan-Wahlkampf: ""Trumps Sekte glaubt, Biden würde Wetterkrieg führen"" | ntv";09.10.2024;330;5319;163;6;0;7741;225;0;100476;694970;36
hha9CHc7BLw;Wie Orbán das freie Ungarn systematisch zerstört - Doku folgt Widerstandskampf  | ntv;09.10.2024;225;1407;103;3;9;2668;555;0;22532;579807;174
raPNrNaiT58;Welche Verkehrsmythen stimmen wirklich? | ntv Service;09.10.2024;306;5576;51;1;0;95;11;0;115234;444317;615
_brUqNMGvXA;"""Wir müssen dringend an strukturelle Themen heran"": BDI-Chefin im Frühstart | ntv";09.10.2024;522;167;10;2;0;625;21;0;6351;97889;161
VhVAXFd2KSw;RAD, NET, HEU oder WIN: Gibt es bald 320 neue Autokennzeichen? | ntv;09.10.2024;168;539;6;0;0;8908;13;0;6332;66606;386
 -bgWV-kRTjs;“China ist das bessere Deutschland geworden” - Finanzexperte Brzeski zu Handelsstreit | ntv;09.10.2024;206;152;14;1;0;902;5;0;4695;55257;373
npWzKidDdYQ;LIVE: Pressekonferenz von Robert Habeck zur Konjunkturprognose;09.10.2024;1468;1254;0;0;0;2667;77;0;18402;54183;472
rCxNYNJTEwI;"Faustdicke Comeback-Überraschung - Latsch zu Klopp: ""Mancher Fan wird sich verraten fühlen"" | ntv";09.10.2024;209;673;7;0;0;8085;9;0;1224;53254;621
VpZErfVbWNQ;Florida von nächstem Hurrikan bedroht | #ntv;09.10.2024;56;462;0;0;0;9835;2;8866;;42568;304
l2LVrG0G8DQ;LIVE: Regierungsbefragung  der Minister Faser und Wissing;09.10.2024;1943;410;0;0;0;6699;34;0;18881;37763;365
ItcTQ23LZh8;Hawaiianer zelebrieren ihr Recht auf eine Waffe auf ungewöhnliche Weise | #ntv;09.10.2024;35;124;0;0;0;9268;6;8383;;14439;266
RIYVtuT1M-4;"Aufprall mit 106 km/h: Franzose stellt ""Death Diving""-Weltrekord auf | #ntv";09.10.2024;45;542;0;0;0;8409;7;4312;;12829;655
Md-xGYK1AG4;Intensive Polarlichter funkeln über Lappland | #ntv;09.10.2024;30;223;0;0;0;9608;2;11016;;8699;166
foD-aCM2-jc;Bizarre Szene im Bundestag: Merz attackiert - Scholz verlässt spontan Regierungsbank  | ntv;10.10.2024;121;57413;4711;83;238;7867;1192;0;82063;4882253;598
Vxyo6bzsv5I;"Peter Kloeppel: ""Waren genau unter Auge des Hurrikans"" - Ex-RTL-Anchor lebt in Florida | ntv";10.10.2024;248;34793;538;11;0;9114;105;0;25798;3402050;249
qcDqZbNNoW8;Hurrikan auf Land getroffen - ntv-Reporterin zur Lage in Florida | ntv;10.10.2024;186;4338;163;0;0;9466;7;0;2507;2393186;39
9GdWd3y86ZE;"Küstenstädte geflutet: ""Milton"" peitscht Wassermassen über Florida | ntv";10.10.2024;100;14186;1095;0;0;9536;15;0;99757;1321628;339
fDadGw6Ly-E;"Panzer-Beschuss auf UN-Quartier?: ""Art des Angriffs ist etwas sehr Ungewöhnliches"" | ntv";10.10.2024;99;4231;299;20;0;8213;146;0;101645;1162034;385
yt6BTE_GffU;"""Milton"" peitscht Wassermassen über Florida | #ntv";10.10.2024;57;3616;0;0;0;9059;19;28041;;993886;103
9_CyjftFazo;Mehl-Nasen-Provokation bei Rede - Friedmann rechnet mit AfD im hessischen Landtag ab  | ntv;10.10.2024;160;27042;839;0;0;5456;1316;0;216461;948111;879
GYNEppbVIbE;"Vergeltungsschlag gegen den Iran: ""Angriff wird tödlich, präzise und überraschend sein""  | ntv";10.10.2024;118;1612;224;6;0;7606;68;0;29279;314052;407
c3HtD_1N0GU;Richter zu Treffen mit Scholz: Was erhofft sich Selenskyj von Berlin-Besuch? | ntv;10.10.2024;165;2191;56;15;0;63;158;0;35441;276215;475
OQSRTZMstT4;Neuer SPD-General Miersch will Sondervermögen für Wirtschaft | ntv Frühstart;10.10.2024;419;419;9;5;0;4144;65;0;10012;244282;112
NEqsWXzZ58g;"""Wovon zum Teufel reden die"", Biden fassungslos über Trumps Hurrikan-Lügen | #ntv";10.10.2024;60;7004;0;0;0;8772;117;54856;;208377;687
nadgM7ezrT8;LIVE: Erste Rede der ersten gehörlosen Abgeordneten Heike Heubach;10.10.2024;450;2785;0;0;0;9167;25;0;31529;117614;668
BT9eBYTQfmo;"Ökonom Lars Feld besorgt: ""Unternehmen sehen sich toxischem Gemisch gegenüber""  | ntv";10.10.2024;210;916;28;1;0;9286;3;0;7134;79100;362
NHZVxLFvBYc;"""Er ist nicht alleine"", SPD-Generalsekretär zu Robert Habeck als Wirtschaftsminister | #ntv";10.10.2024;17;88;0;0;0;4242;95;8303;;18289;203
DbKNBAG0Wdw;Deutsche Wälder geben mehr CO2 ab, als sie speichern | #ntv;10.10.2024;60;48;0;0;0;7887;15;5322;;16203;549
1eopSiW0TGc;Hunderte Tonnen Öl an Bord - Tanker fängt vor deutscher Ostseeküste Feuer | ntv;11.10.2024;92;8502;246;0;0;9151;37;0;93312;1008106;435
V4jaeFvEhQY;Mindestens 27 Tornados in Florida: Videos aus der Luft zeigen Ausmaß der Hurrikan-Verwüstung | ntv;11.10.2024;110;7546;957;0;0;9716;8;0;73347;698074;533
eWskV874wrA;Jammern, Wortsalat, Fidel Castro: Obama spottet über Trump und geißelt Republikaner | ntv;11.10.2024;195;1866;81;7;0;8205;114;0;49845;388217;513
sP4VFgoKDgo;Der brennende Tanker hat hunderte Tonnen Öl an Bord | #ntv #nachrichten #ostsee #schiff #feuer;11.10.2024;49;1789;0;0;0;9281;23;40342;;217493;353
 -Bhq6_4-N24;"Zwischen Biden und Netanjahu ""gibt es viel Anspannung"": ntv-Reporterin in Tel Aviv | ntv";11.10.2024;164;334;38;0;0;8372;14;0;10296;206679;174
xmwVtUA989I;LIVE: Statements von Scholz und dem ukrainischen Präsidenten;11.10.2024;551;5938;0;0;0;4719;235;0;52614;155646;529
Tk0IvEEfcF8;"Abschied von Köln - Podolski: ""Habe immer betont, dass ich einer vom FC bin"" | ntv";11.10.2024;168;3423;28;0;0;9535;6;0;17256;124767;547
nTTVUxKmBMY;Wo habt ihr letzte Nacht Polarlichter gesehen? | #ntv;11.10.2024;35;692;0;0;0;9452;4;14073;;122406;107
qABVSVvZoP8;Mit neuem Van aus der Krise? - So sieht Teslas futuristisches Robotaxi aus | ntv;11.10.2024;105;2854;67;0;0;6809;15;0;8279;76041;452
aDcWtfih8uI;Das Ausmaß von Hurrikan Milton in Florida | #ntv;11.10.2024;57;808;0;0;0;9172;12;9403;;54141;372
QSdX9Gp4kFk;Krefeld: Mann will Feuer in Kino legen - Polizei schießt auf ihn | #ntv;11.10.2024;54;364;0;0;0;9474;9;10076;;47421;393
CoHR23PWsqg;Sommerurlaub 2025 - wann ist bester Buchungszeitpunkt? - Tipps vom Reiseexperten  | ntv;11.10.2024;81;63;5;0;0;90;1;0;1075;17182;261
PM1tJPvHuzk;In London werden die Füchse zum Problem, doch Tierretter nehmen sich jetzt dem Problem an. | #ntv;11.10.2024;33;170;0;0;0;9355;4;4623;;10120;212
Cxagohg0qus;Lieber selbst pressen? Diese Säfte überzeugen im Test | ntv Service;12.10.2024;340;168;19;0;0;8824;6;0;662;68582;245
QpAt86dJvNY;Krass! Würdet ihr euch einfrieren lassen? | Den ganzen Beitrag findet ihr auf ntv.de #ntv;12.10.2024;57;18;0;0;0;8621;4;1527;;16165;139
sSeyIk6em34;"Der ""Trauer Safe Space"" hilft Angehörigen bei Todesfällen | #ntv";13.10.2024;60;32;0;0;0;9167;3;2484;;23642;276
rZ_aVHkdd3s;"""Ukraine-Spezialkräfte sitzen wohl in der Falle"" - Thiele: Kursk-Vorstoß gefährlich | ntv";14.10.2024;581;13313;883;29;0;8145;333;0;439587;1480200;635
W6gNJDW2h-I;"""Bei Nässe droht den Soldaten der 'Grabenfuß'"" - Reisners Blick auf die Front | ntv";14.10.2024;308;3784;565;17;0;8758;138;0;15207;1320564;391
XkeSmufex08;"Söder moniert ""Schwadronieren über Schwarz-Grün"" der Union - CSU-Chef fordert klare Kante | ntv";14.10.2024;365;1162;88;0;0;5983;139;0;3774;755761;137
OEfBEZtI1hA;"Merz will von ""Keil"" zwischen CDU und CSU nichts wissen - Mit Grünen koalieren oder nicht?| ntv";14.10.2024;270;141;11;0;0;50;31;0;6023;176002;78
1YAaYfo7dUo;"Musk-Booster ""knusprig angekokelt"" - Trump ergeht sich in wirrem Lob für SpaceX-Landung| ntv";14.10.2024;118;26193;79;0;0;5753;62;0;2413;144901;627
uj7MMEa5pfg;"CSU-Aussage zu Grünen ""ist ein bisschen kindisch"" - Nouripour im Frühstart | ntv";14.10.2024;555;217;19;2;0;50;50;0;12484;130823;2
VGp34d38poQ;"""Goldilocks machen Würze aus, die den Markt treibt"" - Iredi zu DAX, Aktien, Konjunktur | ntv";14.10.2024;180;102;1;0;0;8333;1;0;1593;60894;14
x7n0AKJazT8;Ukrainischer Geheimdienst postet Video: Russisches Transportflugzeug geht in Flammen auf | #ntv;14.10.2024;38;76;0;0;0;878;25;9823;;43079;429
O5k7EhUyRfQ;"""Kann nur über Migration punkten"" - Hillje: Wirtschaftswahlkampf könnte AfD an Rand drängen | ntv";14.10.2024;277;30;5;0;0;60;18;0;206;34120;285
9aKxQr5qNU8;"""Oh, er ist horny"" - Bill Kaulitz wirbt für Wolle schwuler Schafe | ntv";14.10.2024;138;495;8;0;0;4828;60;0;3364;30271;457
5_MQWrZ5Xus;Gaza: Israelischer Angriff trifft Zelte direkt vor Krankenhaus - mehrere Tote und Verletzte | #ntv;14.10.2024;60;354;0;0;0;8542;14;5897;;30241;763
_ldShZ4ZbMk;Da kommt ein ganzer Regenbogen aus dem Hintern.. | #ntv;14.10.2024;31;106119;0;0;0;9646;255;513951;;29850;256
guDFrgeAaZI;"""Zwischen Nordkorea und Russland ist einiges im Gange"" - Munz zu Partnerschaftsabkommen| ntv";15.10.2024;165;7316;768;17;0;87;155;0;269448;1409518;486
X3rwvwwSd0w;Israel schießt Flüchtlingslager im Gazastreifen in Brand - Tausende Libanesen auf der Flucht | ntv;15.10.2024;125;5662;384;11;0;7522;171;0;59362;1120360;32
dwtm0sQl0Xo;"""Russland setzt vermehrt auf One-Use-Agenten"" - Verfassungsschutz-Chef Haldenwang zur Lage | ntv";15.10.2024;688;3194;79;2;0;5407;288;0;47517;705114;175
wwXoWjo0_W4;Anhänger kollabieren wegen Hitze, Trump tanzt - Schräge Musik-Show nach Notfällen | ntv;15.10.2024;179;14307;340;5;0;645;164;0;10489;597392;478
tWoMsUyE3GM;SPD fällt hinter AfD, FDP wäre trotz Mini-Zuwachs raus | ntv Trendbarometer;15.10.2024;808;2813;91;7;0;7083;257;0;191825;565763;415
MALHN0gBdr4;"FDP-General zu Steuerplänen der SPD: ""Halte gar nichts davon"" -  Djir-Sarai im Frühstart  | ntv";15.10.2024;420;1062;34;1;0;7961;21;0;15066;344684;124
5hLXv92F2gE;"""In Russland schaut man gespannt auf Georgien"" - Rainer Munz, ntv-Reporter in Moskau | #ntv";15.10.2024;49;744;0;0;0;8928;37;34191;;168622;593
e1rXiUlGoPk;LIVE: Statements von Merz und Dobrindt;15.10.2024;665;341;0;0;0;6154;25;0;14443;50009;478
2j6DuVxDTZA;Indien: Brennendes Auto gerät ins Rollen - Schaulustige fliehen | #ntv;15.10.2024;51;546;0;0;0;8869;25;21235;;31358;442
e3reWXz72ko;LIVE: Statement des SPD-Fraktionsvorsitzenden Mützenich;15.10.2024;861;28;0;0;0;4667;8;0;479;30396;394
rD4sMc0riUs;Russland: Schiffbrüchiger treibt zwei Monate auf offener See | #ntv;15.10.2024;58;90;0;0;0;9293;14;17060;;27259;5
IkTDvgHis0U;Über NRW: Komet Tsuchinshan-Atlas verzaubert Sterngucker | #ntv;15.10.2024;42;668;0;0;0;9825;2;5209;;26679;507
EDNt4g7NNJI;Wie jetzt, Spinnen-Fans??? | #ntv #shorts #spider #auslandsreport;15.10.2024;33;195;0;0;0;8333;3;3055;;6563;198
8o_CsV6xvOg;"""Dann machen wir Wahlkampf gegen Scholz-SPD"" - Friedrich Merz im Frühstart  | ntv";16.10.2024;696;2560;255;15;0;7857;174;0;134199;922179;29
To0swnh1ETk;Scholz geht Merz in Leistungsdebatte direkt an - Raunen auf Oppositionsbank  | ntv;16.10.2024;246;2486;199;0;0;4699;326;0;52894;468836;363
Vjirlyppzhs;Umbach: Waffenbeschränkungen zwingen Kiew in unmöglichen Abwehrkampf | ntv;16.10.2024;277;330;95;5;0;7632;72;0;2773;241645;372
JEcs4ljhkT4;Scholz soll indirekt mit Vertrauensfrage gedroht haben - Juso-Chef kritisiert Kanzler  | ntv;16.10.2024;114;3793;100;4;13;8364;27;0;21307;216322;41
LZuKa7bqU-g;"""Gefahr für SPD ist, Kanzler zur 'lame duck' zu machen"" - Von Lucke bewertet Partei-Brodeln | ntv";16.10.2024;289;2906;114;2;0;9476;11;0;38838;214716;575
jl2uPGEK-zQ;"""Glaube, dass Trump Kalifornien schon verloren sieht"" - Maschmeyer zu USA vor der Wahl | ntv";16.10.2024;323;1640;131;2;0;7888;49;0;31022;198782;623
InidHSyJ7XI;LIVE: Regierungserklärung von Bundeskanzler Olaf Scholz;16.10.2024;4832;1756;0;0;0;4365;102;0;69563;180130;494
WrtzFVv8IC4;"Designierter Grünen-Chef verbreitet ""leichten Pocher-Vibe"" | ntv #beisenherz";16.10.2024;2535;1671;2;1;0;6095;41;0;27254;75502;577
4lUPuxd8uiA;Friedrich Merz, Kanzlerkandidat der CDU im #ntv Frühstart;16.10.2024;37;241;0;0;0;7931;42;15708;;42537;372
29mfBRLU1l8;Giftigen Pilz gegessen: Drei Kinder und Mann warten auf lebensnotwendige Transplantation | #ntv;16.10.2024;58;668;0;0;0;9179;11;14394;;30332;449
4inEgkafClU;LIVE: Statements von Mark Rutte und Lettlands Ministerpräsidentin Evika Silina;16.10.2024;604;41;0;0;0;7521;30;0;11104;24381;332
KlfyohIFoAU;Ältester Kirchturm in Bremerhaven brennt komplett aus | #ntv;16.10.2024;44;270;0;0;0;957;4;5900;;20665;538
rWM9biLp7i8;"""Er ist schwach"", Kamala Harris über ihren Kontrahenten Donald Trump #ntv";16.10.2024;47;223;0;0;0;8571;7;3692;;20495;295
HQZmU5wi1qE;"Ultranationalist sieht ""strategische Niederlage"" Russlands - Munz wähnt Bewegung in Moskau  | ntv";17.10.2024;294;14067;1257;38;0;8529;478;3;615072;2530153;675
YIOnJ7wXEX8;Telefonate mit Putin? Trump weicht Frage aus | #ntv;17.10.2024;60;3580;0;0;0;8667;120;60625;;166427;538
nzB8pPqvJ7E;Liam Payne stirbt nach Sturz von Hotel-Balkon | #ntv;17.10.2024;60;1783;0;0;0;9323;9;9477;;75171;256
5r7xAlKNCQc;Er ist der Richtige - Michael Kellner, Staatssekretär im Wirtschaftsministerium im #ntv Frühstart;17.10.2024;41;266;0;0;0;418;71;7232;;46213;526
My0v4FHiV80;"Ampel hat ""vieles erreicht - überdecken das mit Getöse"" - Habeck-Staatssekretär Kellner | ntv";17.10.2024;440;40;17;3;0;5357;39;0;4103;31298;369
OVhtaBxnWEs;Taiwan: Mega-Kran kracht in Containerhafen | #ntv;17.10.2024;43;255;0;0;0;9459;2;12144;;30281;329
Zi9cM7qW20M;Update: Mehr als 150 Tote. Nigeria: Menschen strömen zu Tanklaster-Unfall - LKW explodiert | #ntv;17.10.2024;54;196;0;0;0;8913;5;4580;;20035;285
tDSL6Pn-yxQ;"Umbach: Hamas ""hat inzwischen Nachfolger-Problem"" - Nach Tod von Sinwar in Gaza | ntv";18.10.2024;250;3662;75;2;0;7929;29;0;2206;3527359;26
F4V9VS4rfPk;Elon Musk wirbt in Pennsylvania für Trump | ntv;18.10.2024;159;10870;355;0;0;8283;214;1;118674;3354645;146
SEQpNBXhzE8;"""Ukraine kann sich nicht retten und will jetzt Europa retten"" - Thiele kritisiert ""Siegesplan"" | ntv";18.10.2024;263;9824;0;0;0;8728;421;0;;2526531;412
p-8NqEbXMzQ;"Israelisches Militär tötet zufällig Hamas-Chef Sinwar"" - Erst DNA-Abgleich bringt Gewissheit  | ntv";18.10.2024;89;13029;676;6;0;7993;108;0;;2088585;235
yitaPuYO8zg;"US-Präsident ""überwältigt"" - Biden bekommt deutschen Verdienstorden angesteckt | ntv";18.10.2024;506;2136;129;11;0;541;308;0;41567;245000;468
kQUQcfyVQdw;Bidens Blitz-Besuch versetzt Berlin in Ausnahmezustand - Scharfschützen und Hundestaffel  | ntv;18.10.2024;112;12429;278;1;0;6741;88;0;27533;205372;504
